# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13] c_myRDF[14] c_myRDF[15] c_myRDF[16] c_myRDF[17] c_myRDF[18] c_myRDF[19] c_myRDF[20] c_myRDF[21]
1000 20
13 6.25 0.62458 3.14112 0.86055 10.524 1.30699 9.43586 1.99063 4.51232 2.84135 4.68851 0.854251 3.33469 0.690664 3.31804 1.33791 3.0471 1.06879 10.5007 0.742832 10.2582
14 6.75 0.622626 3.69062 0.681884 12.3303 1.54282 13.5237 1.48395 5.82294 2.0833 6.52848 0.97871 4.19906 0.810994 4.03429 0.978513 3.9113 1.07543 13.3501 0.866459 12.5539
15 7.25 0.669385 4.37207 0.657192 14.3385 1.26218 17.3814 1.05381 6.89658 0.829378 7.37344 1.14581 5.36643 0.999631 5.05274 0.749274 4.67466 1.0564 16.5789 1.04402 15.7449
16 7.75 0.774012 5.27245 0.844251 17.2862 0.964794 20.7508 0.576056 7.56715 0.325378 7.75219 1.29784 6.87726 1.25603 6.51494 0.673427 5.45862 1.09575 20.4057 1.17542 19.85
17 8.25 0.921158 6.4867 1.13114 21.7615 0.878462 24.2273 0.356416 8.03727 0.183681 7.99447 1.15336 8.3987 1.40025 8.36204 0.715129 6.40198 1.08965 24.7179 1.21134 24.6437
18 8.75 0.834383 7.72392 1.24909 27.3205 0.819104 27.8735 0.487359 8.76037 0.293484 8.42991 1.03683 9.93721 1.27757 10.2577 0.765428 7.53776 1.00408 29.1875 1.15714 29.7946
19 9.25 0.673593 8.84006 1.13954 32.9878 0.812779 31.9168 1.01404 10.4419 0.783785 9.72956 0.978075 11.559 1.01383 11.9388 0.768681 8.81241 0.960186 33.964 1.04382 34.9872
20 9.75 0.60887 9.96095 1.02655 38.6599 0.952323 37.18 1.4686 13.1475 1.53488 12.5572 0.904408 13.2252 0.823408 13.4558 0.813037 10.3102 0.964057 39.2922 0.944058 40.2048
52000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30934 0.384283 0.000659017 0.000193392
6 2.75 0 0 0 0 6.29401 2.75574 0 0 0 0 0 0 0 0 0 0 1.22898 0.922374 0.371008 0.162632
7 3.25 0 0 0 0 2.50424 4.28597 0 0 0 0 1.96554 0.400344 0.0685918 0.0139713 0 0 0.333173 1.12596 1.00536 0.776963
8 3.75 0 0 0.0430247 0.0349762 0.147108 4.40559 0 0 0 0 2.18449 0.992432 1.75359 0.489261 0.00649289 0.0017602 1.50752 2.35177 1.339 1.86575
9 4.25 0.00112022 0.000389213 1.6571 1.76471 0.0678532 4.47644 0.00703911 0.00245044 0.00608222 0.00211662 0.58712 1.19677 2.82056 1.47091 0.130154 0.0470561 1.1587 3.56154 1.58465 3.52026
10 4.75 0.126168 0.055188 2.10671 4.51097 0.110494 4.62051 0.412095 0.18156 0.282833 0.125055 0.916602 1.59515 1.25355 2.01574 0.654198 0.331388 0.711931 4.48983 1.29121 5.20386
11 5.25 1.98297 1.10709 1.27531 6.5415 0.298996 5.09668 1.94608 1.21466 1.40724 0.872085 1.00179 2.12699 0.660775 2.36652 1.31018 1.02692 0.908612 5.93689 1.14529 7.02784
12 5.75 2.44918 2.66537 1.02241 8.49398 0.719121 6.4703 2.74852 2.96468 2.48299 2.45309 0.832716 2.65718 0.634019 2.77021 1.55879 2.01941 1.07641 7.99297 0.773129 8.50461
13 6.25 0.580045 3.10134 0.863414 10.4418 1.3043 9.41354 1.94911 4.43079 2.80066 4.55971 0.861907 3.30548 0.684429 3.28502 1.35291 3.03705 1.0662 10.3989 0.738172 10.1703
14 6.75 0.647911 3.66935 0.680454 12.2323 1.50981 13.3872 1.45064 5.70344 2.14548 6.44186 0.983091 4.16794 0.819427 4.00388 0.985451 3.90158 1.07387 13.2252 0.868014 12.4548
15 7.25 0.706373 4.3837 0.67009 14.2661 1.2775 17.2656 1.08767 6.80416 0.860446 7.31262 1.14375 5.32542 1.01141 5.02743 0.76598 4.67673 1.07018 16.4742 1.04493 15.6272
16 7.75 0.772308 5.27605 0.84027 17.1804 0.986094 20.6864 0.61299 7.51295 0.339861 7.7056 1.2946 6.82242 1.24452 6.46653 0.67386 5.45595 1.09403 20.2695 1.17409 19.7002
17 8.25 0.89717 6.45081 1.13297 21.6329 0.874972 24.1259 0.388691 8.02223 0.211327 7.98249 1.17266 8.35896 1.38817 8.28547 0.690152 6.36028 1.0936 24.5683 1.20754 24.4469
18 8.75 0.818594 7.65645 1.24362 27.1305 0.812615 27.719 0.526614 8.7984 0.310164 8.43963 1.0291 9.87574 1.27714 10.1678 0.751835 7.46839 1.00784 29.0247 1.15573 29.5572
19 9.25 0.660768 8.74403 1.14249 32.7745 0.804638 31.695 1.00224 10.4492 0.790785 9.74214 0.983684 11.496 1.02843 11.8618 0.760878 8.72164 0.962355 33.78 1.05364 34.7636
20 9.75 0.624862 9.88665 1.02323 38.3905 0.940375 36.8575 1.44499 13.0935 1.52692 12.5364 0.900616 13.1441 0.834669 13.3892 0.80662 10.1977 0.964902 39.0771 0.950162 39.9798
53000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.33549 0.388949 0.000628881 0.000183188
6 2.75 0 0 0 0 6.38484 2.77408 0 0 0 0 0 0 0 0 0 0 1.23237 0.924385 0.373126 0.162293
7 3.25 0 0 0 0 2.47818 4.27675 0 0 0 0 1.99685 0.4036 0.0701786 0.0141834 0 0 0.325241 1.12161 1.00105 0.769296
8 3.75 0 0 0.0417663 0.0336919 0.140576 4.39019 0 0 0 0 2.18473 0.991211 1.77642 0.49197 0.00433649 0.00116691 1.50562 2.33649 1.33359 1.84536
9 4.25 0.00145366 0.000501458 1.6425 1.73506 0.0679113 4.46055 0.0121395 0.00419023 0.0059269 0.00204665 0.571654 1.18864 2.79977 1.4589 0.120789 0.0428841 1.15953 3.53782 1.58359 3.48608
10 4.75 0.135139 0.0587434 2.11878 4.47583 0.119153 4.61471 0.412994 0.182305 0.271489 0.119139 0.912124 1.58203 1.22972 1.98927 0.652374 0.324244 0.705808 4.45108 1.28671 5.15094
11 5.25 2.01546 1.1197 1.26248 6.47053 0.301716 5.09153 1.94276 1.20574 1.39325 0.853078 0.975786 2.09608 0.665552 2.33989 1.31172 1.01525 0.904265 5.88015 1.14481 6.96016
12 5.75 2.44086 2.66077 1.03492 8.4317 0.690073 6.39958 2.69536 2.90876 2.46047 2.40769 0.830801 2.62101 0.624119 2.73422 1.5663 2.00489 1.06687 7.9024 0.769377 8.41852
13 6.25 0.566064 3.08299 0.86188 10.3612 1.29883 9.30799 1.93847 4.35569 2.75741 4.4659 0.869706 3.27017 0.698263 3.25541 1.35197 3.01402 1.06015 10.2763 0.736899 10.0686
14 6.75 0.652706 3.65078 0.682496 12.1432 1.50762 13.2454 1.44114 5.61025 2.10789 6.30096 0.987973 4.13024 0.818672 3.96812 0.995199 3.88039 1.08721 13.1157 0.872241 12.3466
15 7.25 0.695456 4.34861 0.676213 14.1799 1.31242 17.1993 1.07204 6.68687 0.911034 7.21584 1.14765 5.28274 1.00718 4.97956 0.777055 4.66071 1.07098 16.3423 1.045 15.4949
16 7.75 0.806934 5.27395 0.839318 17.0685 0.987436 20.5984 0.648064 7.43048 0.38353 7.65589 1.30065 6.77522 1.25151 6.41561 0.671724 5.43147 1.09741 20.12 1.17214 19.5299
17 8.25 0.870954 6.4056 1.12103 21.4404 0.869868 23.9916 0.438563 8.00067 0.233838 7.95989 1.17598 8.3043 1.39453 8.22886 0.69322 6.33287 1.09331 24.3848 1.21142 24.2553
18 8.75 0.78675 7.55543 1.24559 26.9045 0.801188 27.507 0.555654 8.81333 0.330209 8.44282 1.02365 9.80149 1.27499 10.0937 0.743652 7.42056 1.00496 28.7943 1.16079 29.3486
19 9.25 0.678132 8.66302 1.1439 32.5121 0.806152 31.46 0.984438 10.4223 0.790327 9.73456 0.970745 11.3882 1.02663 11.7717 0.748339 8.64371 0.963864 33.5205 1.05661 34.5296
20 9.75 0.624683 9.79654 1.01921 38.0631 0.939347 36.5773 1.41418 12.9904 1.49929 12.4572 0.905661 13.0328 0.840901 13.2987 0.806554 10.1083 0.966345 38.7849 0.952018 39.7159
54000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37197 0.396083 0.000644965 0.000186346
6 2.75 0 0 0 0 6.50897 2.80322 0 0 0 0 0 0 0 0 0 0 1.23357 0.92735 0.374247 0.161373
7 3.25 0 0 0 0 2.4204 4.25807 0 0 0 0 2.04566 0.40985 0.0767411 0.0153746 0 0 0.312706 1.1153 0.997408 0.760867
8 3.75 0 0 0.0395105 0.0315943 0.139804 4.36988 0 0 0 0 2.17436 0.989555 1.7793 0.489766 0.00401544 0.00107143 1.51381 2.3261 1.34297 1.83502
9 4.25 0.00185253 0.000632653 1.61801 1.69294 0.0637766 4.43539 0.0100445 0.0034395 0.00859708 0.00294315 0.556941 1.18022 2.81713 1.45416 0.126756 0.0444657 1.15831 3.5157 1.58125 3.459
10 4.75 0.141289 0.0609869 2.14096 4.43817 0.118593 4.5875 0.407679 0.177733 0.299308 0.130899 0.892653 1.56186 1.20222 1.96814 0.64077 0.318415 0.694283 4.40618 1.27446 5.0936
11 5.25 2.04273 1.1269 1.26055 6.4124 0.292255 5.04533 1.92655 1.18376 1.35107 0.83641 0.985834 2.07665 0.641552 2.30316 1.31067 1.00287 0.901958 5.81912 1.14216 6.88282
12 5.75 2.42764 2.64621 1.03753 8.36139 0.703227 6.36665 2.71151 2.88199 2.40405 2.3421 0.819489 2.58988 0.637576 2.70247 1.56869 1.98533 1.06458 7.81936 0.764813 8.31983
13 6.25 0.551603 3.05405 0.862032 10.2743 1.27968 9.20713 1.89985 4.28767 2.73505 4.36577 0.869805 3.23346 0.700605 3.22083 1.34563 2.98088 1.06445 10.1821 0.737996 9.95793
14 6.75 0.618292 3.58725 0.687384 12.0533 1.51273 13.1234 1.40092 5.49656 2.11337 6.18948 0.994316 4.09149 0.820353 3.92875 1.01419 3.85607 1.08544 12.9921 0.874711 12.2224
15 7.25 0.754027 4.33726 0.665838 14.0414 1.30876 17.0317 1.07914 6.5708 0.911545 7.09683 1.15296 5.23921 1.01156 4.93572 0.784155 4.63665 1.07376 16.1988 1.04844 15.3535
16 7.75 0.810044 5.25794 0.849443 16.9392 1.01226 20.4858 0.670072 7.33296 0.415094 7.56895 1.3056 6.72423 1.26033 6.36927 0.678636 5.40859 1.09796 19.9454 1.17687 19.3693
17 8.25 0.839693 6.33947 1.11746 21.259 0.86934 23.8472 0.47592 7.94632 0.285667 7.9371 1.16258 8.22267 1.38507 8.15447 0.677052 6.28124 1.09112 24.1644 1.21176 24.0547
18 8.75 0.791565 7.48626 1.23726 26.6391 0.796761 27.3127 0.596291 8.8108 0.37597 8.48211 1.02631 9.71063 1.28108 10.0118 0.72718 7.33551 1.00655 28.5422 1.16076 29.1034
19 9.25 0.674391 8.57806 1.14225 32.1897 0.802741 31.2144 1.0057 10.4402 0.8072 9.78989 0.984996 11.3065 1.02287 11.669 0.752641 8.55491 0.969075 33.2524 1.05443 34.2285
20 9.75 0.634218 9.7188 1.02516 37.7242 0.924139 36.205 1.40604 12.9711 1.46506 12.4272 0.906299 12.9378 0.841172 13.1831 0.813842 10.0199 0.973629 38.5101 0.957868 39.401
55000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37161 0.393328 0.000802452 0.000230078
6 2.75 0 0 0 0 6.64916 2.84446 0 0 0 0 0 0 0 0 0 0 1.24561 0.926199 0.383499 0.164288
7 3.25 0 0 0 0 2.349 4.24691 0 0 0 0 2.05094 0.408159 0.0794244 0.0158059 0 0 0.320357 1.11746 0.992498 0.756845
8 3.75 0 0 0.0417839 0.0331876 0.129916 4.35013 0 0 0 0 2.19723 0.990046 1.80339 0.49339 0.00523419 0.0013863 1.509 2.31633 1.34429 1.82485
9 4.25 0.00018405 6.26822e-05 1.5942 1.6591 0.0659951 4.41745 0.0103185 0.00350802 0.00896585 0.00304956 0.546525 1.17588 2.7879 1.4414 0.126549 0.0444206 1.1583 3.49795 1.5827 3.4394
10 4.75 0.145085 0.0616297 2.1552 4.40412 0.11474 4.56363 0.43132 0.186681 0.304364 0.132301 0.895685 1.55624 1.2017 1.95172 0.657949 0.323816 0.699629 4.38927 1.27066 5.05822
11 5.25 2.09611 1.14805 1.26323 6.36929 0.298078 5.02745 1.94312 1.19455 1.38235 0.849316 0.974098 2.0615 0.653889 2.29087 1.28561 0.990654 0.90157 5.79215 1.13728 6.82789
12 5.75 2.38598 2.6313 1.0346 8.29974 0.707226 6.34735 2.6681 2.85439 2.35086 2.31182 0.816568 2.56948 0.627388 2.68118 1.54117 1.94942 1.0497 7.75123 0.763252 8.25237
13 6.25 0.506407 3.00323 0.868181 10.2134 1.26092 9.12746 1.87948 4.23567 2.68688 4.28648 0.85912 3.20088 0.690821 3.18889 1.382 2.9651 1.05371 10.0745 0.738319 9.88021
14 6.75 0.658006 3.56678 0.672752 11.9429 1.4862 12.9492 1.34829 5.39139 2.0551 6.04803 0.984461 4.04473 0.818903 3.89082 1.03244 3.85006 1.09151 12.8813 0.871068 12.1201
15 7.25 0.771688 4.32928 0.672798 13.9382 1.34229 16.9309 1.06387 6.44333 0.941518 6.97898 1.16106 5.19279 1.01562 4.89505 0.794504 4.63565 1.07748 16.0775 1.04652 15.2245
16 7.75 0.813287 5.2475 0.856534 16.8407 1.033 20.4322 0.695383 7.22899 0.450413 7.48786 1.31352 6.67682 1.25793 6.31628 0.662649 5.38434 1.10017 19.8065 1.17224 19.1978
17 8.25 0.811191 6.28526 1.11736 21.1312 0.860519 23.7373 0.518558 7.89286 0.327099 7.90663 1.17514 8.1813 1.39031 8.09625 0.664647 6.23525 1.09764 24.0222 1.21317 23.8573
18 8.75 0.796333 7.43123 1.2374 26.4758 0.790668 27.1532 0.64082 8.8157 0.41861 8.50946 1.02886 9.66295 1.28432 9.94579 0.725679 7.28029 1.00762 28.3754 1.16958 28.9102
19 9.25 0.672475 8.51265 1.13398 31.9493 0.798212 31.0069 1.01315 10.4462 0.812322 9.81671 0.96795 11.2207 1.02257 11.5914 0.758314 8.50065 0.965701 33.0378 1.06117 34.0335
20 9.75 0.639078 9.65451 1.02237 37.4319 0.928077 35.985 1.39438 12.9393 1.43536 12.3831 0.905615 12.8399 0.846961 13.1058 0.818688 9.96446 0.967411 38.2269 0.957214 39.1679
56000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.39298 0.396235 0.000897667 0.000255345
6 2.75 0 0 0 0 6.73964 2.85992 0 0 0 0 0 0 0 0 0 0 1.24985 0.926603 0.377117 0.160287
7 3.25 0 0 0 0 2.31165 4.22896 0 0 0 0 2.08177 0.410955 0.0841406 0.0166103 0 0 0.313512 1.11228 0.997658 0.751124
8 3.75 0 0 0.0400182 0.0315321 0.129003 4.33063 0 0 0 0 2.20288 0.989631 1.8059 0.491009 0.00665027 0.00174636 1.52144 2.31129 1.34167 1.80846
9 4.25 0.000575543 0.000193878 1.57053 1.62038 0.060086 4.39143 0.0107508 0.00362609 0.0107551 0.00362755 0.541575 1.17232 2.8012 1.43584 0.12657 0.0444395 1.1571 3.48216 1.58304 3.41034
10 4.75 0.143297 0.0605131 2.15567 4.3439 0.111885 4.53283 0.422942 0.181789 0.299189 0.129656 0.874622 1.54074 1.17601 1.93124 0.658379 0.321765 0.679042 4.34029 1.26604 5.01028
11 5.25 2.1285 1.15483 1.27908 6.3177 0.294415 4.98726 1.91024 1.16462 1.34812 0.823267 0.947524 2.02825 0.637598 2.25929 1.28908 0.985019 0.887062 5.70949 1.13463 6.76159
12 5.75 2.36723 2.61458 1.02972 8.22351 0.703825 6.29025 2.61037 2.77551 2.30128 2.24341 0.809248 2.52762 0.628171 2.64693 1.56117 1.9484 1.04865 7.65083 0.763118 8.17433
13 6.25 0.497421 2.97691 0.863495 10.1115 1.25018 9.02439 1.87223 4.14035 2.67114 4.19068 0.8677 3.16019 0.705629 3.16133 1.36683 2.94482 1.05044 9.94819 0.736325 9.7847
14 6.75 0.680436 3.55508 0.692274 11.8769 1.50314 12.8585 1.37086 5.30591 2.09162 5.96909 0.992864 4.00437 0.819345 3.85798 1.04767 3.8356 1.10295 12.7615 0.872139 12.0093
15 7.25 0.789752 4.32909 0.674605 13.8615 1.36499 16.8749 1.08815 6.3732 0.947258 6.89818 1.16672 5.14873 1.00749 4.84616 0.787775 4.60825 1.08429 15.952 1.04354 15.0799
16 7.75 0.786608 5.20998 0.850638 16.7207 1.03283 20.3475 0.71616 7.17577 0.462256 7.41623 1.32953 6.63874 1.26245 6.26102 0.676553 5.36647 1.09914 19.6475 1.17638 19.035
17 8.25 0.824274 6.256 1.1177 20.978 0.847928 23.5779 0.537475 7.85832 0.358372 7.87131 1.16852 8.12269 1.39727 8.03545 0.659083 6.20348 1.10373 23.8525 1.21725 23.6725
18 8.75 0.757194 7.33689 1.22298 26.2177 0.789396 26.9609 0.653766 8.79222 0.437114 8.49568 1.02562 9.58777 1.28339 9.86875 0.695775 7.19742 1.01189 28.1889 1.16725 28.6747
19 9.25 0.700957 8.45507 1.13691 31.661 0.796665 30.7762 1.02645 10.4308 0.832964 9.82536 0.975205 11.1445 1.02432 11.5039 0.745613 8.3877 0.962587 32.7987 1.06322 33.7665
20 9.75 0.633142 9.57711 1.0333 37.1576 0.915696 35.6483 1.39078 12.8974 1.41202 12.3297 0.908025 12.755 0.845374 13.0032 0.820815 9.84347 0.971964 37.9702 0.961486 38.8823
57000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42556 0.40221 0.000927117 0.000261662
6 2.75 0 0 0 0 6.86678 2.89021 0 0 0 0 0 0 0 0 0 0 1.24181 0.924902 0.373498 0.157466
7 3.25 0 0 0 0 2.26223 4.21913 0 0 0 0 2.11989 0.415083 0.0832164 0.0162932 0 0 0.308814 1.1063 0.98478 0.735941
8 3.75 0 0 0.03712 0.0290092 0.115695 4.30956 0 0 0 0 2.1926 0.986389 1.81893 0.490227 0.00679703 0.00177187 1.51543 2.29089 1.35097 1.79196
9 4.25 0.000147979 4.95627e-05 1.55088 1.58527 0.0593574 4.36914 0.012862 0.00430321 0.0111918 0.00374198 0.517208 1.15943 2.78774 1.42291 0.118013 0.0412595 1.15053 3.44566 1.57859 3.3764
10 4.75 0.147548 0.061656 2.17341 4.30891 0.104561 4.5002 0.403095 0.172724 0.309446 0.133027 0.85907 1.51836 1.15845 1.90696 0.627642 0.303515 0.682597 4.30126 1.2616 4.9578
11 5.25 2.12872 1.14722 1.25699 6.23285 0.295916 4.95325 1.90059 1.14266 1.32357 0.808497 0.946157 2.00122 0.633621 2.23032 1.29375 0.963749 0.882537 5.65241 1.13431 6.6944
12 5.75 2.37399 2.59924 1.04638 8.15381 0.696946 6.23306 2.61403 2.74265 2.25545 2.18904 0.828425 2.5083 0.63634 2.6198 1.55383 1.91482 1.04979 7.58011 0.754199 8.07932
13 6.25 0.493446 2.9558 0.867611 10.0354 1.24553 8.93497 1.84051 4.07354 2.63686 4.09575 0.876691 3.14222 0.705248 3.12977 1.4108 2.93493 1.04785 9.85321 0.739012 9.68244
14 6.75 0.672693 3.52269 0.691525 11.7846 1.49835 12.726 1.33403 5.19864 2.09498 5.86259 0.97463 3.96419 0.819627 3.821 1.04143 3.81323 1.09997 12.6362 0.878086 11.904
15 7.25 0.827609 4.32724 0.681027 13.7718 1.39256 16.7901 1.08939 6.25847 0.956763 6.79338 1.1598 5.09249 1.01714 4.81052 0.810148 4.60139 1.08481 15.8023 1.04928 14.9664
16 7.75 0.777209 5.19059 0.845821 16.5918 1.03208 20.232 0.753141 7.09566 0.504066 7.35367 1.33024 6.57122 1.25969 6.21083 0.674731 5.35143 1.10131 19.475 1.17651 18.8899
17 8.25 0.806841 6.20618 1.11259 20.7952 0.851627 23.4502 0.59111 7.84019 0.384497 7.83797 1.18597 8.06511 1.39447 7.96736 0.65208 6.17283 1.10421 23.6477 1.2149 23.4809
18 8.75 0.763074 7.28655 1.22394 25.9965 0.784745 26.7859 0.676047 8.79807 0.467687 8.5006 1.03019 9.52479 1.28318 9.7855 0.690792 7.15159 1.02048 27.9855 1.16618 28.438
19 9.25 0.670477 8.34743 1.13572 31.39 0.783534 30.5078 1.01376 10.4032 0.838374 9.82809 0.967753 11.0571 1.02258 11.4047 0.750096 8.33933 0.966777 32.5779 1.06621 33.5027
20 9.75 0.651302 9.49233 1.0276 36.8119 0.912482 35.3236 1.37431 12.8209 1.38703 12.2681 0.910455 12.6588 0.855569 12.9097 0.802732 9.75146 0.972017 37.7077 0.962085 38.5801
58000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44265 0.404214 0.000888712 0.000249028
6 2.75 0 0 0 0 6.97566 2.91572 0 0 0 0 0 0 0 0 0 0 1.24585 0.924958 0.386302 0.161715
7 3.25 0 0 0 0 2.21977 4.21059 0 0 0 0 2.14408 0.416909 0.0868913 0.0168953 0.000168798 3.27988e-05 0.30489 1.10281 1.00237 0.746432
8 3.75 0 0 0.0365297 0.0283503 0.103541 4.29097 4.50433e-05 1.16618e-05 0 0 2.19745 0.985502 1.87245 0.501387 0.00731799 0.00192638 1.52092 2.28343 1.35075 1.79497
9 4.25 0.00376573 0.00124927 1.53193 1.55493 0.0611123 4.3519 0.0108435 0.00361516 0.0149553 0.00497012 0.515388 1.15674 2.78502 1.4267 0.128059 0.0444694 1.16426 3.4439 1.56642 3.35628
10 4.75 0.159716 0.0674679 2.19784 4.29004 0.106064 4.48391 0.415716 0.176105 0.333571 0.143367 0.885678 1.52423 1.11697 1.89016 0.638654 0.309469 0.679272 4.28943 1.24778 4.90949
11 5.25 2.14363 1.15304 1.25265 6.19406 0.286275 4.91915 1.90162 1.13982 1.33501 0.819923 0.926317 1.99367 0.607771 2.19818 1.27833 0.957298 0.879742 5.62697 1.12851 6.62525
12 5.75 2.35448 2.58314 1.03709 8.08479 0.699058 6.19393 2.61825 2.73131 2.19639 2.15501 0.793087 2.47576 0.633157 2.58304 1.55113 1.90016 1.03406 7.5126 0.753883 7.99998
13 6.25 0.497757 2.9403 0.861587 9.94039 1.24225 8.86998 1.81357 4.03361 2.5881 4.01347 0.855614 3.09016 0.723249 3.10239 1.3792 2.89055 1.03463 9.74145 0.743755 9.60219
14 6.75 0.678848 3.50845 0.699506 11.6975 1.48806 12.6087 1.25937 5.08833 2.05496 5.73455 0.993628 3.92232 0.831419 3.79869 1.06977 3.78646 1.09884 12.5023 0.88281 11.8202
15 7.25 0.810445 4.29086 0.688881 13.6936 1.39326 16.6469 1.07879 6.13056 0.980088 6.68142 1.17129 5.05391 1.01806 4.78225 0.827734 4.58613 1.09049 15.6629 1.049 14.8606
16 7.75 0.815935 5.19089 0.85065 16.51 1.04964 20.123 0.798084 7.01158 0.532461 7.26918 1.34107 6.53433 1.25567 6.16838 0.693708 5.35191 1.11328 19.3498 1.17175 18.7411
17 8.25 0.785519 6.17278 1.09995 20.6368 0.851737 23.3193 0.605631 7.76915 0.426284 7.80238 1.18624 8.01817 1.39005 7.90721 0.634444 6.14554 1.10778 23.5069 1.21418 23.2976
18 8.75 0.748567 7.22535 1.22643 25.8125 0.782657 26.623 0.713161 8.77258 0.511352 8.52187 1.02357 9.45842 1.28206 9.71116 0.683478 7.10725 1.01483 27.7907 1.16781 28.2271
19 9.25 0.668986 8.27651 1.1301 31.1422 0.797554 30.3853 1.04499 10.4157 0.854506 9.86551 0.963722 10.9738 1.02118 11.3169 0.73542 8.26366 0.967343 32.3539 1.06868 33.2684
20 9.75 0.658166 9.42541 1.03234 36.5513 0.904124 35.1238 1.35321 12.7798 1.35821 12.2383 0.902803 12.551 0.857811 12.8154 0.810025 9.67875 0.967881 37.4265 0.967061 38.3366
59000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45793 0.40539 0.000945784 0.000262877
6 2.75 0 0 0 0 7.06248 2.9296 0 0 0 0 0 0 0 0 0 0 1.25772 0.927117 0.383465 0.159329
7 3.25 0 0 0 0 2.18794 4.19627 0 0 0 0 2.17173 0.419077 0.0918865 0.0177325 0 0 0.302757 1.10239 0.999582 0.738008
8 3.75 0 0 0.0342695 0.0263916 0.108675 4.27999 0 0 2.27598e-05 5.8309e-06 2.20843 0.986192 1.88053 0.500633 0.00557716 0.00143076 1.52119 2.27427 1.36621 1.79052
