# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13] c_myRDF[14] c_myRDF[15] c_myRDF[16] c_myRDF[17] c_myRDF[18] c_myRDF[19] c_myRDF[20] c_myRDF[21]
1000 20
15 7.25 0.330382 4.73659 0.823901 16.5778 1.41212 21.4913 0.164458 7.96828 0.0578951 7.99202 1.34969 6.42285 1.23206 5.82349 0.741552 5.15695 0.888955 19.6428 1.00695 18.967
16 7.75 0.523997 5.4599 1.12762 21.2497 0.855295 25.0358 0.0209332 7.9972 0.00491598 7.99881 1.27231 8.18042 1.73268 8.21704 0.893766 6.3916 0.944641 23.5576 1.06178 23.3672
17 8.25 1.57665 7.92607 1.27622 27.2414 0.555421 27.644 0.00708461 8.00829 0.00122643 8.00073 0.985533 9.72311 1.28681 10.2313 1.04584 8.02871 1.02967 28.3929 1.178 28.8991
18 8.75 1.53728 10.6309 1.09663 33.0327 0.999305 32.9226 0.108096 8.19862 0.0321788 8.05739 0.981089 11.4506 0.861616 11.7484 1.23694 10.2067 1.03588 33.8648 1.16218 35.038
19 9.25 1.09678 12.7875 1.2661 40.5047 1.32425 40.7398 0.778525 9.73051 0.509365 9.05965 0.935443 13.2912 0.882656 13.4852 1.23925 12.6451 0.94661 39.4527 0.932457 40.5424
20 9.75 1.37547 15.7922 1.1463 48.0208 1.06567 47.7289 1.83463 13.7412 1.8791 13.1676 0.905084 15.2698 0.924355 15.5059 1.04271 14.9246 0.857945 45.0793 0.775172 45.6262
23000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.597296 0.208365 0.000299276 0.00010447
6 2.75 0 0 0 0 3.22187 1.67675 0 0 0 0 0 0 0 0 0 0 1.19462 0.830083 0.297842 0.155106
7 3.25 0 0 0 0 4.5562 4.98598 0 0 0 0 0.998373 0.241702 0.0329737 0.00798202 0 0 0.690144 1.33135 1.1919 1.0208
8 3.75 0 0 0.0609966 0.0589397 0.146548 5.12763 0 0 0 0 2.52861 1.05636 1.57367 0.514967 0.000583402 0.000188047 1.55333 2.83267 1.549 2.51794
9 4.25 0 0 2.58036 3.26048 0.1254 5.28327 0.0340386 0.0140831 0.015076 0.00623761 1.21206 1.55777 3.05279 1.77784 0.0304543 0.0127879 1.40653 4.57823 1.64851 4.56379
10 4.75 0 0 1.82972 6.09559 0.20111 5.59495 1.42109 0.748256 0.925179 0.48421 1.28929 2.22384 1.862 2.7398 0.288288 0.161715 0.962092 6.06933 1.44324 6.8006
11 5.25 0.0385165 0.0242872 0.846704 7.69796 0.158577 5.89513 3.68164 3.07137 3.51569 2.70262 1.28202 3.03278 0.967803 3.35048 0.948822 0.760401 0.896243 7.7659 1.15545 8.98787
12 5.75 2.625 2.00945 0.835648 9.59476 0.133302 6.19776 2.61393 5.04962 3.51125 5.36 0.74159 3.59403 0.516751 3.74155 1.49216 1.88971 0.989416 10.0123 0.730577 10.6466
13 6.25 2.32945 4.09066 0.841871 11.8523 0.887636 8.57854 1.88889 6.73841 2.18827 7.31645 0.473742 4.01757 0.240584 3.95664 1.43232 3.17032 1.14442 13.0819 0.665771 12.4323
14 6.75 0.189838 4.28848 0.538607 13.5368 2.48416 16.3498 0.972533 7.75251 0.568879 7.90963 0.746887 4.7964 0.376727 4.34946 1.00474 4.21802 1.04572 16.3532 0.894789 15.2315
15 7.25 0.303797 4.65366 0.809007 16.4556 1.35263 21.2311 0.177712 7.96629 0.0651677 7.98801 1.34116 6.40969 1.20877 5.80351 0.759266 5.13133 0.894024 19.5795 1.00852 18.8709
16 7.75 0.544923 5.40208 1.12283 21.0845 0.86907 24.8146 0.0218519 7.99632 0.00788768 7.99885 1.25703 8.13746 1.7034 8.14479 0.886196 6.34939 0.949794 23.4958 1.06405 23.2585
17 8.25 1.65014 7.97027 1.2795 27.0614 0.569313 27.4746 0.00812703 8.00898 0.00112543 8.0006 0.986137 9.67333 1.30332 10.1747 1.01905 7.93659 1.02756 28.2971 1.17676 28.7568
18 8.75 1.45338 10.5146 1.09482 32.8141 1.00644 32.7642 0.116079 8.21234 0.0370706 8.06554 0.9884 11.4049 0.869621 11.6982 1.23424 10.0989 1.03125 33.7171 1.16712 34.8909
19 9.25 1.02296 12.516 1.27373 40.2934 1.30121 40.4068 0.786412 9.75197 0.526959 9.09719 0.937919 13.2412 0.892363 13.4453 1.2394 12.5254 0.939503 39.2352 0.937315 40.3962
20 9.75 1.42051 15.6035 1.13851 47.7209 1.05812 47.3115 1.8518 13.7799 1.88608 13.1997 0.893884 15.1855 0.922519 15.4519 1.02712 14.7595 0.86548 44.8828 0.780903 45.4919
24000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.617705 0.214556 0.000188097 6.53547e-05
6 2.75 0 0 0 0 3.27603 1.69753 0 0 0 0 0 0 0 0 0 0 1.19505 0.833795 0.302725 0.15693
7 3.25 0 0 0 0 4.5323 4.97514 0 0 0 0 1.02014 0.245908 0.0352592 0.00849976 0 0 0.685049 1.3292 1.18931 1.01699
8 3.75 0 0 0.0622325 0.0598722 0.132376 5.10253 0 0 0 0 2.53091 1.05775 1.58006 0.51534 0.000720478 0.00023105 1.55193 2.82266 1.52555 2.48508
9 4.25 0 0 2.5729 3.23827 0.117093 5.24722 0.028483 0.0117332 0.0101475 0.0041793 1.19051 1.54811 3.03472 1.76529 0.032796 0.0137383 1.38889 4.53883 1.64437 4.51692
10 4.75 0 0 1.79595 6.00902 0.198322 5.55326 1.34806 0.705155 0.877392 0.455506 1.27475 2.20381 1.83196 2.7076 0.296843 0.166423 0.957578 6.0165 1.44277 6.7433
11 5.25 0.0477055 0.029949 0.868484 7.64552 0.168348 5.87055 3.6855 3.02061 3.44349 2.61893 1.26502 2.99859 0.961187 3.31148 0.987788 0.78701 0.903345 7.71911 1.16148 8.93243
12 5.75 2.73708 2.09089 0.859653 9.58835 0.153749 6.21809 2.62054 4.99528 3.52747 5.27698 0.737046 3.55398 0.535543 3.71503 1.47741 1.90029 0.987697 9.9519 0.735237 10.5945
13 6.25 2.23542 4.07943 0.848327 11.8533 0.936044 8.71786 1.90292 6.68924 2.25165 7.28137 0.503872 4.00251 0.263434 3.94953 1.41819 3.16276 1.13787 12.9907 0.668768 12.3805
14 6.75 0.152167 4.23731 0.544295 13.5482 2.44958 16.3477 1.00422 7.73184 0.60006 7.90436 0.767359 4.7992 0.392826 4.35737 0.994829 4.19564 1.06078 16.2947 0.892652 15.1609
15 7.25 0.302208 4.59901 0.794325 16.4016 1.29725 21.0088 0.191473 7.96116 0.0682313 7.98608 1.33623 6.39958 1.19381 5.78719 0.76142 5.10759 0.903597 19.5414 1.00947 18.788
16 7.75 0.538996 5.33607 1.09848 20.9104 0.873017 24.593 0.0259731 7.9967 0.00961027 7.99923 1.25689 8.11964 1.68542 8.0937 0.871989 6.30091 0.94501 23.4211 1.06408 23.1566
17 8.25 1.75202 8.05097 1.27967 26.8621 0.587329 27.3253 0.00769413 8.00863 0.00118914 8.00108 0.96737 9.61978 1.30301 10.1143 1.00677 7.86213 1.03005 28.2131 1.18091 28.6503
18 8.75 1.36387 10.4283 1.10856 32.6618 1.02263 32.6768 0.114838 8.20895 0.0411884 8.07292 0.993548 11.3529 0.889975 11.6667 1.23562 10.0174 1.02789 33.592 1.16722 34.7584
19 9.25 0.942744 12.2647 1.26871 40.0793 1.26852 40.095 0.796709 9.76199 0.551253 9.14749 0.947861 13.2005 0.89239 13.4063 1.22568 12.4067 0.936815 39.0705 0.948274 40.3038
20 9.75 1.43288 15.3656 1.13291 47.4382 1.04851 46.9072 1.86243 13.7954 1.90688 13.2772 0.888923 15.1257 0.921356 15.4016 1.01313 14.6008 0.870101 44.7236 0.784889 45.4033
25000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.649332 0.224403 0.000248852 8.60058e-05
6 2.75 0 0 0 0 3.33904 1.72146 0 0 0 0 0 0 0 0 0 0 1.20246 0.844342 0.315279 0.16263
7 3.25 0 0 0 0 4.50404 4.9622 0 0 0 0 1.07319 0.257391 0.037462 0.00898469 0 0 0.664729 1.32263 1.19222 1.02046
8 3.75 0 0 0.0616668 0.0590311 0.132396 5.08896 0 0 0 0 2.51632 1.06049 1.61189 0.523427 0.00110721 0.000353499 1.55513 2.81163 1.50235 2.45891
9 4.25 0 0 2.56514 3.21188 0.0990617 5.21075 0.0289534 0.0118659 0.011956 0.00490015 1.1563 1.53435 3.00889 1.75648 0.0384481 0.0161108 1.36767 4.49306 1.62564 4.45749
10 4.75 0 0 1.7658 5.92235 0.187848 5.49918 1.32325 0.689106 0.819237 0.424177 1.25555 2.17692 1.78805 2.67158 0.318274 0.178992 0.954697 5.95884 1.45122 6.68562
11 5.25 0.0565786 0.0353367 0.888523 7.58816 0.182095 5.84064 3.64454 2.96726 3.36305 2.52639 1.24761 2.95679 0.940012 3.25918 0.988416 0.796839 0.899858 7.64631 1.16431 8.86903
12 5.75 2.837 2.16074 0.889715 9.5888 0.177501 6.23986 2.59336 4.91157 3.56055 5.19588 0.733704 3.50687 0.55807 3.67758 1.49271 1.91597 0.991622 9.87666 0.735153 10.5225
13 6.25 2.1529 4.06623 0.856829 11.8649 0.971188 8.82037 1.90761 6.60115 2.28305 7.21797 0.531996 3.97805 0.295336 3.93915 1.3982 3.15437 1.1375 12.8991 0.672194 12.3086
14 6.75 0.142225 4.21303 0.54287 13.5469 2.42198 16.3262 1.05828 7.69437 0.654494 7.89405 0.79832 4.80272 0.41756 4.37048 0.978215 4.16488 1.06581 16.2021 0.894398 15.0804
15 7.25 0.261006 4.52385 0.772203 16.3068 1.24838 20.7891 0.221334 7.95811 0.0778492 7.98681 1.33758 6.39664 1.17861 5.77497 0.759792 5.07027 0.916386 19.4781 1.01448 18.707
16 7.75 0.563476 5.29052 1.07998 20.7173 0.879682 24.3824 0.0270092 7.99488 0.00881033 7.9988 1.2385 8.08298 1.65867 8.03345 0.866373 6.24992 0.951729 23.3657 1.06706 23.0658
17 8.25 1.80333 8.07081 1.28652 26.6707 0.612452 27.2172 0.00996105 8.01025 0.00160738 8.00128 0.965198 9.57218 1.31207 10.0578 0.996197 7.78696 1.02468 28.1087 1.18234 28.5385
18 8.75 1.31387 10.3495 1.10678 32.4318 1.01659 32.5102 0.127733 8.23193 0.0448749 8.07916 0.989581 11.2896 0.899029 11.6181 1.22373 9.91081 1.01812 33.4096 1.15899 34.5729
19 9.25 0.871477 12.0385 1.2736 39.8404 1.23958 39.7227 0.809659 9.80226 0.568592 9.18192 0.95831 13.1482 0.895624 13.3551 1.2263 12.2892 0.936448 38.8583 0.95658 40.1387
20 9.75 1.41824 15.0922 1.12594 47.117 1.04648 46.4875 1.86724 13.8257 1.91466 13.3075 0.879118 15.0425 0.919951 15.3375 1.00627 14.4575 0.881752 44.5582 0.796344 45.2865
26000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.665479 0.229039 0.000276737 9.52381e-05
6 2.75 0 0 0 0 3.39529 1.74326 0 0 0 0 0 0 0 0 0 0 1.20683 0.848669 0.322111 0.165478
7 3.25 0 0 0 0 4.48685 4.95832 0 0 0 0 1.09771 0.262189 0.0389863 0.00931195 0 0 0.660103 1.32167 1.18704 1.01606
8 3.75 0 0 0.0644415 0.0614295 0.122966 5.07558 0 0 0 0 2.50876 1.05957 1.62566 0.526013 0.000586792 0.000186589 1.54417 2.79406 1.47482 2.42234
9 4.25 0 0 2.56426 3.20021 0.082283 5.17632 0.0250204 0.0102106 0.0112502 0.00459184 1.14742 1.52785 2.98623 1.74474 0.0344563 0.0142478 1.3676 4.46849 1.62529 4.41225
10 4.75 0 0 1.72259 5.83346 0.180821 5.4528 1.26427 0.65459 0.782645 0.403496 1.2425 2.16112 1.7483 2.63581 0.326971 0.180896 0.939676 5.90528 1.45146 6.63155
11 5.25 0.0810712 0.05043 0.916703 7.54503 0.190903 5.80932 3.6227 2.90978 3.28544 2.44874 1.20451 2.91095 0.953168 3.22917 1.01903 0.81527 0.901914 7.58964 1.1698 8.8162
12 5.75 2.93881 2.24306 0.909413 9.58154 0.200015 6.25733 2.61444 4.86183 3.54912 5.09868 0.743539 3.46611 0.562525 3.64917 1.4995 1.93485 0.989133 9.80524 0.742273 10.4788
13 6.25 2.05978 4.05859 0.862688 11.8638 1.01973 8.95568 1.88946 6.52845 2.34889 7.17052 0.565583 3.96498 0.313616 3.92579 1.39287 3.16343 1.13683 12.8135 0.673865 12.262
14 6.75 0.119476 4.18142 0.542124 13.5365 2.38003 16.3011 1.10759 7.66787 0.686508 7.87675 0.813958 4.80234 0.440574 4.37903 0.951154 4.14194 1.07454 16.1298 0.889463 15.0071
15 7.25 0.239377 4.46529 0.763953 16.2557 1.20081 20.5762 0.240977 7.95384 0.089362 7.9828 1.33446 6.38599 1.16904 5.76638 0.762861 5.04726 0.925686 19.4254 1.01764 18.6301
16 7.75 0.572246 5.2407 1.05887 20.5621 0.879907 24.1556 0.0301362 7.9947 0.0113072 7.99813 1.2348 8.06037 1.64003 7.99025 0.870757 6.228 0.957574 23.3208 1.07389 22.9987
17 8.25 1.86736 8.10789 1.27859 26.4545 0.641792 27.114 0.0102201 8.0104 0.00238323 8.00179 0.961123 9.53718 1.31135 10.0052 0.989331 7.74816 1.0261 28.0507 1.17842 28.4308
18 8.75 1.26369 10.2904 1.11973 32.259 1.02324 32.4197 0.130713 8.23633 0.0470366 8.08309 0.993692 11.2547 0.914231 11.5853 1.20116 9.82421 1.01367 33.3067 1.16059 34.4486
19 9.25 0.78571 11.807 1.27898 39.6683 1.20669 39.4119 0.82549 9.83076 0.585681 9.21433 0.964775 13.1181 0.897869 13.3195 1.1956 12.1335 0.930538 38.6987 0.959389 40.0077
20 9.75 1.41469 14.8405 1.11646 46.854 1.03916 46.1016 1.89466 13.8965 1.93532 13.3673 0.86385 14.9718 0.913225 15.2792 0.99599 14.2708 0.88786 44.4145 0.805298 45.192
27000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.688153 0.235926 0.000361399 0.000123907
6 2.75 0 0 0 0 3.47045 1.77497 0 0 0 0 0 0 0 0 0 0 1.21735 0.858542 0.333134 0.170507
7 3.25 0 0 0 0 4.43481 4.94052 0 0 0 0 1.13472 0.269982 0.0414953 0.00987269 0 0 0.639931 1.31533 1.18723 1.01795
8 3.75 0 0 0.0666998 0.0633397 0.130156 5.06414 0 0 0 0 2.5008 1.06177 1.65068 0.532508 0.00112706 0.000357143 1.54291 2.78085 1.4563 2.40122
9 4.25 0 0 2.54714 3.16917 0.077101 5.15818 0.0250457 0.0101822 0.0104544 0.00425 1.10663 1.51168 2.95535 1.73398 0.0415128 0.0172354 1.34838 4.42539 1.60627 4.36027
10 4.75 0 0 1.70536 5.76601 0.168648 5.41506 1.20247 0.620695 0.727175 0.373457 1.22751 2.1349 1.73075 2.61271 0.360701 0.200363 0.937772 5.85376 1.45412 6.57509
11 5.25 0.0807455 0.0500306 0.935447 7.50583 0.194064 5.77609 3.58145 2.84162 3.20672 2.36202 1.21058 2.88561 0.912681 3.17868 1.02728 0.83739 0.90723 7.54152 1.17532 8.76158
12 5.75 3.06355 2.32693 0.934894 9.59135 0.223517 6.27478 2.64082 4.80579 3.58549 5.02879 0.734351 3.43179 0.584752 3.6136 1.50539 1.95705 0.993554 9.75843 0.747117 10.4286
13 6.25 1.95152 4.04041 0.862392 11.864 1.06198 9.07408 1.89271 6.46884 2.40273 7.13995 0.584154 3.94506 0.346215 3.9178 1.36042 3.15241 1.133 12.745 0.676005 12.2106
14 6.75 0.120528 4.16383 0.53907 13.5209 2.35707 16.3207 1.15435 7.65178 0.716257 7.87394 0.834364 4.80009 0.473718 4.40325 0.936969 4.1126 1.07291 16.0435 0.892591 14.9547
15 7.25 0.210146 4.41209 0.756161 16.202 1.14844 20.3936 0.252587 7.95036 0.0927841 7.98362 1.32596 6.36757 1.148 5.76036 0.766692 5.01896 0.932674 19.3512 1.01741 18.5629
16 7.75 0.585432 5.20229 1.04922 20.4528 0.883784 23.975 0.0327423 7.99459 0.010244 7.99746 1.23361 8.03392 1.61797 7.94589 0.876312 6.20266 0.969181 23.2786 1.08066 22.9421
17 8.25 1.93215 8.15752 1.26559 26.2628 0.664771 27.0274 0.0105716 8.01077 0.00246663 8.00123 0.961657 9.50586 1.30834 9.94846 0.97323 7.69231 1.02678 27.9935 1.17847 28.3535
18 8.75 1.18338 10.1935 1.12799 32.0876 1.01652 32.278 0.137715 8.24787 0.0470918 8.08231 1.00102 11.2293 0.935461 11.559 1.17316 9.71214 1.00941 33.2073 1.15277 34.3077
19 9.25 0.736524 11.6096 1.29041 39.5342 1.17766 39.0757 0.846097 9.8758 0.607798 9.25172 0.967887 13.0916 0.895442 13.2819 1.19503 12.0115 0.930616 38.5789 0.961793 39.8593
20 9.75 1.38716 14.5727 1.10078 46.5918 1.04645 45.7864 1.89997 13.9372 1.96492 13.452 0.863371 14.9372 0.910091 15.2274 0.988886 14.1253 0.889682 44.2843 0.816736 45.0969
28000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.721679 0.246239 0.000343381 0.000117104
6 2.75 0 0 0 0 3.54172 1.80279 0 0 0 0 0 0 0 0 0 0 1.21582 0.865113 0.341305 0.173843
7 3.25 0 0 0 0 4.38832 4.92018 0 0 0 0 1.19106 0.282033 0.0427502 0.0101232 0 0 0.635028 1.31623 1.18963 1.01894
8 3.75 0 0 0.0675929 0.0638829 0.13808 5.05071 0 0 0 0 2.49123 1.06703 1.68009 0.539524 0.00198417 0.000625364 1.53632 2.76853 1.44036 2.38053
9 4.25 0 0 2.53086 3.13513 0.0638039 5.12816 0.0194121 0.00785496 0.0125001 0.00505758 1.07075 1.50026 2.94229 1.72998 0.0476122 0.019887 1.32552 4.37747 1.59835 4.32063
10 4.75 0 0 1.6808 5.68237 0.15575 5.36426 1.13354 0.58063 0.700509 0.359032 1.19729 2.10524 1.68183 2.57979 0.3612 0.202395 0.931227 5.78908 1.44872 6.51667
11 5.25 0.112874 0.0696035 0.966266 7.47091 0.202579 5.73932 3.58518 2.79325 3.13699 2.29506 1.20103 2.84647 0.904387 3.13794 1.07593 0.866407 0.912575 7.47868 1.17739 8.69658
12 5.75 3.14526 2.39606 0.950848 9.58189 0.250258 6.29504 2.65432 4.75802 3.55505 4.92656 0.735139 3.39063 0.583135 3.56959 1.4996 1.97643 0.997094 9.69288 0.751196 10.3647
13 6.25 1.86697 4.02749 0.862248 11.8434 1.10422 9.1918 1.86799 6.39151 2.43541 7.05621 0.603268 3.91816 0.381034 3.90278 1.34579 3.15328 1.13033 12.6582 0.679622 12.1476
14 6.75 0.118223 4.14797 0.546106 13.5139 2.31122 16.2635 1.17824 7.59317 0.774937 7.84655 0.867995 4.80341 0.496986 4.40964 0.915797 4.08729 1.07485 15.9469 0.889918 14.8705
15 7.25 0.177986 4.35724 0.744792 16.142 1.12427 20.2317 0.289827 7.93414 0.11135 7.97755 1.32294 6.35988 1.14094 5.75199 0.764238 4.98643 0.94892 19.2961 1.0241 18.4851
16 7.75 0.607845 5.17379 1.0347 20.3139 0.882316 23.79 0.0424281 7.99117 0.0132315 7.99534 1.21868 7.99817 1.59254 7.89288 0.85945 6.14183 0.973858 23.2236 1.08397 22.8567
17 8.25 1.93269 8.11571 1.25714 26.0576 0.689846 26.9425 0.0145189 8.01329 0.00416461 8.00168 0.965187 9.46845 1.31469 9.89557 0.979844 7.63444 1.02525 27.909 1.17913 28.2453
18 8.75 1.18974 10.1528 1.13506 31.891 1.00842 32.1263 0.14751 8.26604 0.055556 8.09687 1.00564 11.1916 0.950866 11.5249 1.17297 9.64432 1.00149 33.0571 1.14609 34.1368
19 9.25 0.694567 11.4819 1.28817 39.2892 1.14815 38.722 0.873806 9.93924 0.624711 9.29312 0.961489 13.0327 0.893618 13.236 1.16663 11.8782 0.929955 38.3994 0.965702 39.6843
20 9.75 1.32195 14.2923 1.09745 46.2917 1.04472 45.3897 1.89429 13.9692 1.96899 13.482 0.858331 14.8588 0.896952 15.1442 0.983978 13.9716 0.899452 44.1399 0.827658 44.9666
29000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.757181 0.25712 0.000623197 0.000211613
6 2.75 0 0 0 0 3.62395 1.83586 0 0 0 0 0 0 0 0 0 0 1.21703 0.873662 0.362251 0.183725
7 3.25 0 0 0 0 4.3166 4.88771 0 0 0 0 1.23872 0.291922 0.0473605 0.0111601 0 0 0.609571 1.30465 1.18957 1.02475
8 3.75 0 0 0.0643889 0.0605632 0.155978 5.03445 0 0 0 0 2.46671 1.0655 1.71785 0.549884 0.00161638 0.00050656 1.53672 2.75042 1.42406 2.36454
9 4.25 0 0 2.50736 3.0888 0.0539589 5.09964 0.0214955 0.00865598 0.00989615 0.00398397 1.04504 1.48632 2.9335 1.73113 0.0573329 0.0235918 1.31127 4.33447 1.58926 4.2844
10 4.75 0 0 1.6557 5.58606 0.135742 5.30444 1.07686 0.550203 0.666863 0.339342 1.18318 2.08132 1.63177 2.55172 0.396501 0.222982 0.91175 5.70997 1.43902 6.45538
11 5.25 0.153957 0.0944854 1.00596 7.43924 0.21872 5.70746 3.47968 2.68752 3.04442 2.20929 1.18308 2.80799 0.863788 3.08229 1.09491 0.895499 0.929928 7.42351 1.17631 8.62293
12 5.75 3.18753 2.44103 0.969633 9.58166 0.288789 6.34569 2.7035 4.67915 3.5858 4.85097 0.743668 3.35583 0.599355 3.52383 1.49338 1.99566 1.00787 9.65097 0.753457 10.2881
13 6.25 1.80155 4.00777 0.863987 11.8369 1.14242 9.32842 1.90747 6.33922 2.44345 6.97748 0.628165 3.90253 0.407712 3.87866 1.32165 3.1459 1.11923 12.5732 0.680049 12.0637
14 6.75 0.120673 4.13016 0.551896 13.5171 2.24815 16.1744 1.22281 7.5804 0.83776 7.8278 0.878363 4.7941 0.539313 4.42607 0.898157 4.05756 1.07498 15.8466 0.891916 14.7797
15 7.25 0.154454 4.31089 0.734358 16.0961 1.10247 20.0471 0.30159 7.93353 0.122383 7.9711 1.3036 6.32052 1.12855 5.7475 0.767228 4.95594 0.954585 19.1998 1.03374 18.4109
16 7.75 0.605921 5.12099 1.01704 20.1773 0.884384 23.5968 0.0430807 7.99117 0.0172171 7.99413 1.2311 7.96763 1.56368 7.8396 0.856699 6.10213 0.991701 23.1803 1.09564 22.8086
17 8.25 1.97352 8.11078 1.23797 25.8064 0.729276 26.9136 0.0155241 8.0147 0.00573556 8.00283 0.974765 9.44542 1.3219 9.84369 0.959102 7.5562 1.0239 27.8372 1.17483 28.1519
18 8.75 1.15905 10.0859 1.1524 31.7007 0.980047 31.9276 0.15929 8.28634 0.0658873 8.11519 1.00402 11.1576 0.971861 11.501 1.15952 9.5336 0.996663 32.9361 1.13517 33.9595
19 9.25 0.625258 11.2767 1.28469 39.0438 1.12293 38.3478 0.887576 9.97784 0.65263 9.35894 0.97245 13.0109 0.886245 13.19 1.14765 11.7208 0.929366 38.2495 0.964957 39.4764
20 9.75 1.28035 13.9856 1.09154 45.9755 1.05399 45.0426 1.90048 14.0017 1.96089 13.5108 0.838395 14.786 0.878264 15.0496 0.976951 13.7892 0.908809 44.0222 0.840665 44.8162
30000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.778436 0.263272 0.000579683 0.000196064
6 2.75 0 0 0 0 3.6678 1.85056 0 0 0 0 0 0 0 0 0 0 1.21908 0.878349 0.378399 0.191111
7 3.25 0 0 0 0 4.29529 4.87504 0 0 0 0 1.27637 0.29958 0.0504346 0.011837 0 0 0.593166 1.29602 1.18912 1.02841
8 3.75 0 0 0.0729222 0.0683134 0.153027 5.01843 0 0 0 0 2.44281 1.06255 1.7534 0.559476 0.00140433 0.000438776 1.53564 2.73491 1.4072 2.34698
9 4.25 0 0 2.48004 3.05142 0.0547012 5.08424 0.0180922 0.00725583 0.0103609 0.00415525 1.02085 1.47196 2.90023 1.72262 0.0592868 0.0242157 1.30033 4.2994 1.58103 4.24919
10 4.75 7.88232e-05 3.93586e-05 1.6452 5.52279 0.126856 5.27486 1.03034 0.523303 0.655998 0.332716 1.18797 2.06696 1.60165 2.5248 0.425656 0.237407 0.905956 5.66064 1.43553 6.40613
11 5.25 0.180153 0.110153 1.02427 7.40207 0.213033 5.6658 3.43897 2.62706 2.96734 2.14796 1.16661 2.78062 0.854751 3.04768 1.11503 0.919501 0.931783 7.37065 1.16988 8.55311
