# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13] c_myRDF[14] c_myRDF[15] c_myRDF[16] c_myRDF[17] c_myRDF[18] c_myRDF[19] c_myRDF[20] c_myRDF[21]
1000 20
11 5.25 0.660985 0.405047 0.777953 7.11798 0.126431 5.44796 3.18122 2.56288 3.42902 2.56577 1.17089 2.74789 0.7887 3.0047 0.944278 0.728969 0.910921 7.09148 1.14906 8.26829
12 5.75 2.07763 1.84264 0.72952 8.63303 0.286206 6.04249 2.53419 4.31762 3.05749 4.68284 0.648701 3.19707 0.430342 3.30268 1.38977 1.69131 1.00471 9.17852 0.732779 9.79046
13 6.25 2.08623 3.54791 0.841474 10.6975 0.792656 7.98771 1.74663 5.74635 1.78406 6.14221 0.492557 3.59998 0.35015 3.58911 1.41654 2.85 1.07183 11.8088 0.676516 11.4506
14 6.75 0.696009 4.21147 0.693903 12.6831 1.95816 13.5922 0.86528 6.57187 0.726703 6.83551 0.803945 4.36698 0.521672 4.0868 1.16651 3.96288 1.03431 14.7691 0.92524 14.0988
15 7.25 0.407443 4.65953 0.892405 15.6288 2.02478 20.2773 0.434918 7.0505 0.294266 7.15938 1.37641 5.88179 1.28254 5.49831 0.920628 4.97607 0.958465 17.9336 1.06526 17.6159
16 7.75 0.52771 5.32267 1.20447 20.1716 0.981049 23.9783 0.283704 7.40727 0.189687 7.3979 1.32964 7.55383 1.69634 7.6315 0.9131 6.12432 1.03507 21.8385 1.10102 21.7696
17 8.25 0.878051 6.57296 1.10148 24.8792 0.635609 26.6955 0.231061 7.73652 0.186715 7.66396 1.117 9.14553 1.29739 9.48023 0.996053 7.54369 1.05867 26.3642 1.13192 26.6084
18 8.75 1.87767 9.58035 1.18413 30.5718 0.783168 30.4614 0.333216 8.2706 0.248749 8.06267 0.960018 10.6843 0.82283 10.7991 1.12659 9.34946 1.01671 31.2531 1.09195 31.8591
19 9.25 1.63176 12.5011 1.11883 36.5826 1.30464 37.4722 0.74864 9.61158 0.531573 9.01487 0.835714 12.1813 0.759005 12.1587 1.17326 11.4511 0.970847 36.4702 0.929962 36.8565
20 9.75 0.900426 14.2917 1.01903 42.6649 1.2268 44.7964 1.51235 12.6213 1.35715 11.7157 0.828922 13.8309 0.869921 13.8899 1.12709 13.694 0.872399 41.6785 0.812676 41.7083
27000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.892819 0.282929 0.000746758 0.000236638
6 2.75 0 0 0 0 4.34203 2.05268 0 0 0 0 0 0 0 0 0 0 1.2029 0.851605 0.387882 0.183601
7 3.25 0 0 0 0 4.03209 4.71295 0 0 0 0 1.4351 0.31561 0.0688639 0.0151446 0 0 0.598783 1.24666 1.25584 1.01217
8 3.75 0 0 0.0459758 0.0403542 0.309068 4.98431 0 0 0 0 2.40477 1.01938 1.89943 0.571006 0.000993784 0.000290816 1.61272 2.66259 1.5997 2.41665
9 4.25 0.00015113 5.68513e-05 2.31256 2.64675 0.0879489 5.08346 0.0589774 0.0221611 0.0354781 0.0133324 1.13758 1.44686 3.07725 1.72738 0.0393011 0.0150598 1.40455 4.24598 1.64343 4.26933
10 4.75 0.054734 0.0257201 2.19004 5.72928 0.0842981 5.20215 1.49334 0.722984 1.22572 0.588546 1.31904 2.06586 1.70584 2.52793 0.357704 0.182921 0.878356 5.48256 1.39884 6.23874
11 5.25 0.698954 0.426051 0.784931 7.07866 0.125066 5.4172 3.13023 2.51722 3.41016 2.54323 1.15418 2.72744 0.78696 2.979 0.964749 0.73591 0.921127 7.0665 1.1415 8.20163
12 5.75 2.08936 1.86138 0.72292 8.56926 0.30023 6.03637 2.55175 4.27144 3.00107 4.60642 0.648902 3.17354 0.428775 3.27377 1.39679 1.69617 1.0004 9.12976 0.732008 9.71135
13 6.25 2.048 3.52347 0.8577 10.6585 0.782551 7.94298 1.73784 5.68287 1.81762 6.08262 0.500278 3.57985 0.354672 3.56181 1.4001 2.83328 1.06193 11.7172 0.685874 11.3825
14 6.75 0.69453 4.18088 0.693519 12.6288 1.97781 13.5633 0.873153 6.50996 0.738332 6.78197 0.795798 4.33364 0.541249 4.07449 1.17443 3.94572 1.0335 14.6541 0.929103 14.0227
15 7.25 0.409979 4.62853 0.892666 15.5543 2.00398 20.1326 0.445423 6.99666 0.29738 7.1069 1.36929 5.82986 1.28683 5.4806 0.936694 4.96924 0.961478 17.8058 1.07378 17.5426
16 7.75 0.520074 5.27742 1.20147 20.0536 0.990526 23.8427 0.28113 7.34765 0.196752 7.35255 1.34278 7.50639 1.6861 7.58578 0.90281 6.09645 1.03868 21.6963 1.10038 21.6642
17 8.25 0.897509 6.54627 1.09953 24.7193 0.640399 26.5608 0.248658 7.69946 0.195139 7.62863 1.12911 9.10382 1.29812 9.42236 0.997065 7.5071 1.06371 26.2111 1.12507 26.4395
18 8.75 1.89635 9.56194 1.18729 30.3863 0.788283 30.3243 0.354239 8.2632 0.257049 8.03767 0.958057 10.6285 0.822418 10.7312 1.13247 9.30935 1.02729 31.1157 1.09181 31.6521
19 9.25 1.61086 12.4247 1.11506 36.3341 1.30856 37.3059 0.759552 9.61402 0.533002 8.98556 0.833822 12.1114 0.756089 12.0758 1.16936 11.389 0.970999 36.2962 0.933987 36.6352
20 9.75 0.892632 14.1872 1.02428 42.4041 1.2143 44.5038 1.48168 12.5416 1.36051 11.6738 0.834627 13.7605 0.878061 13.8108 1.1055 13.5733 0.869264 41.4489 0.816829 41.477
28000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.910974 0.286566 0.000853507 0.000268465
6 2.75 0 0 0 0 4.46054 2.09318 0 0 0 0 0 0 0 0 0 0 1.20849 0.853672 0.394555 0.185426
7 3.25 0 0 0 0 3.97594 4.69713 0 0 0 0 1.46055 0.318852 0.0723674 0.0157988 0 0 0.594637 1.24312 1.25388 1.00661
8 3.75 0 0 0.0478156 0.0416584 0.312758 4.9697 0 0 0 0 2.39943 1.01589 1.91331 0.571625 0.00097382 0.000282799 1.6107 2.64686 1.60534 2.40568
9 4.25 0.000343904 0.00012828 2.30148 2.61648 0.0788566 5.05794 0.0732376 0.02732 0.0352055 0.0131334 1.13118 1.43784 3.0895 1.72404 0.043486 0.0165058 1.39768 4.2109 1.64604 4.24766
10 4.75 0.0544264 0.0254577 2.19218 5.67934 0.0847814 5.17643 1.48877 0.72084 1.22689 0.584657 1.30367 2.04513 1.6907 2.51163 0.337556 0.173758 0.870515 5.42746 1.39154 6.19235
11 5.25 0.732257 0.441789 0.78759 7.02335 0.130415 5.39903 3.12048 2.49629 3.3916 2.51438 1.14349 2.69575 0.761397 2.94485 0.940806 0.709066 0.920353 6.99845 1.14368 8.14452
12 5.75 2.09196 1.86836 0.732738 8.52309 0.304748 6.02294 2.50995 4.20918 3.00429 4.56458 0.652521 3.14104 0.431044 3.239 1.41029 1.67147 1.00333 9.05252 0.727295 9.63349
13 6.25 2.04594 3.51658 0.861424 10.606 0.791299 7.93677 1.75067 5.62055 1.78191 6.00116 0.50819 3.55075 0.36841 3.53601 1.42617 2.82123 1.0723 11.646 0.679461 11.2768
14 6.75 0.690218 4.16509 0.700047 12.5802 1.96055 13.4671 0.869472 6.43807 0.766897 6.72224 0.817091 4.31902 0.541349 4.04503 1.18695 3.93727 1.03491 14.5652 0.935666 13.9161
15 7.25 0.404978 4.60404 0.887209 15.4665 2.01664 20.0292 0.467398 6.94503 0.302552 7.0504 1.37456 5.80995 1.29125 5.44557 0.923951 4.93944 0.964244 17.7028 1.07886 17.4267
16 7.75 0.511675 5.23772 1.20618 19.95 0.989591 23.7086 0.299622 7.31635 0.206608 7.30645 1.32802 7.45583 1.70178 7.55469 0.889393 6.04173 1.03906 21.5662 1.11125 21.5584
17 8.25 0.908353 6.51248 1.08723 24.5296 0.6364 26.3898 0.261149 7.6831 0.211944 7.60409 1.12799 9.03997 1.29403 9.372 1.00031 7.44653 1.05925 26.0289 1.1284 26.3126
18 8.75 1.8948 9.50356 1.1858 30.148 0.795902 30.1617 0.358685 8.24972 0.270593 8.03155 0.957911 10.5532 0.819941 10.6673 1.13703 9.24271 1.02782 30.8999 1.09188 31.4871
19 9.25 1.60077 12.3274 1.12223 36.0899 1.31122 37.106 0.747123 9.56869 0.542307 8.98889 0.84036 12.0367 0.760632 12.0101 1.15438 11.2806 0.978492 36.0821 0.929639 36.4106
20 9.75 0.882736 14.0575 1.02622 42.1267 1.20911 44.2204 1.46719 12.4463 1.35902 11.6544 0.843279 13.6907 0.869198 13.7148 1.12032 13.4779 0.874823 41.2295 0.818964 41.2293
29000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.932076 0.291278 0.000723725 0.00022619
6 2.75 0 0 0 0 4.53104 2.11238 0 0 0 0 0 0 0 0 0 0 1.20808 0.854497 0.390846 0.182444
7 3.25 0 0 0 0 3.95096 4.68304 0 0 0 0 1.49277 0.323742 0.0699808 0.0151766 0 0 0.593618 1.24073 1.26035 1.00249
8 3.75 0 0 0.0449444 0.0389096 0.303103 4.94549 0 0 8.86764e-05 2.55102e-05 2.39984 1.01635 1.91466 0.567762 0.000280354 8.09038e-05 1.61446 2.63855 1.60266 2.39009
9 4.25 0.000536905 0.000198251 2.30186 2.59733 0.0867647 5.04195 0.0640781 0.0237456 0.0398601 0.014793 1.10783 1.42689 3.12413 1.72549 0.0403969 0.0150481 1.39233 4.18643 1.64778 4.22198
10 4.75 0.0578574 0.0269592 2.18826 5.6347 0.0801375 5.15321 1.51273 0.723833 1.24048 0.588892 1.30808 2.03226 1.64575 2.48713 0.326779 0.166271 0.871869 5.39693 1.38888 6.15025
11 5.25 0.746349 0.448519 0.793894 6.98065 0.133757 5.38002 3.09831 2.4752 3.37729 2.49796 1.14397 2.6789 0.765588 2.91988 0.94273 0.69915 0.909326 6.93894 1.14309 8.08867
12 5.75 2.07952 1.85734 0.740748 8.48688 0.31212 6.01484 2.50617 4.17426 2.96227 4.50626 0.631393 3.10696 0.432476 3.21308 1.39735 1.64652 1.01032 8.99382 0.726718 9.56674
13 6.25 2.04511 3.4941 0.858043 10.5481 0.791314 7.91621 1.75272 5.57806 1.78719 5.93766 0.519897 3.52336 0.369996 3.50941 1.44132 2.80091 1.0684 11.5609 0.68688 11.2171
14 6.75 0.681991 4.13071 0.701387 12.5131 1.9445 13.3654 0.863637 6.38482 0.766645 6.65377 0.820834 4.29011 0.550838 4.02396 1.19196 3.91437 1.03827 14.4706 0.939429 13.8498
15 7.25 0.417457 4.58026 0.888006 15.3831 2.01437 19.8773 0.463673 6.88445 0.321878 7.00062 1.38525 5.78282 1.3019 5.42687 0.928796 4.91519 0.972878 17.6156 1.07554 17.3267
16 7.75 0.491245 5.18464 1.2105 19.8534 1.00171 23.5774 0.309676 7.26572 0.215192 7.26556 1.33817 7.43047 1.69769 7.51718 0.896775 6.01933 1.04269 21.4671 1.1118 21.4335
17 8.25 0.897891 6.43652 1.08562 24.3962 0.648578 26.2921 0.280972 7.65774 0.216265 7.56731 1.12499 9.00004 1.28391 9.30851 1.00837 7.42624 1.06246 25.9141 1.12793 26.1546
18 8.75 1.93432 9.46993 1.18372 29.9681 0.791734 30.0197 0.37472 8.24581 0.286109 8.01632 0.958805 10.5048 0.824174 10.6019 1.1193 9.18289 1.02946 30.761 1.09485 31.3093
19 9.25 1.59611 12.2672 1.11855 35.8518 1.308 36.9018 0.745226 9.55283 0.563773 9.00508 0.832971 11.9657 0.767917 11.9487 1.14579 11.1924 0.975942 35.8959 0.934551 36.2265
20 9.75 0.868127 13.9576 1.02954 41.8686 1.20881 43.9679 1.4616 12.4008 1.36254 11.66 0.843879 13.61 0.875918 13.6555 1.11922 13.3733 0.872328 40.9951 0.821162 41.0266
30000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.939247 0.291376 0.000734772 0.000227891
6 2.75 0 0 0 0 4.62827 2.14188 0 0 0 0 0 0 0 0 0 0 1.21141 0.852002 0.3935 0.182335
7 3.25 0 0 0 0 3.90907 4.66667 0 0 0 0 1.50226 0.323423 0.072165 0.015536 0 0 0.59986 1.23943 1.26184 0.997322
8 3.75 0 0 0.0431703 0.0370909 0.299764 4.92431 0 0 6.08533e-05 1.74927e-05 2.41697 1.01586 1.93514 0.569932 0.00092254 0.000263848 1.62056 2.63225 1.61097 2.38191
9 4.25 0.00036948 0.000135569 2.28784 2.56133 0.0816264 5.01439 0.0682362 0.0251035 0.0372198 0.0137099 1.11203 1.42492 3.11528 1.71592 0.0497836 0.0185758 1.39609 4.17294 1.64763 4.20019
10 4.75 0.0622863 0.0287289 2.20229 5.59576 0.0843687 5.13067 1.46973 0.700297 1.24747 0.586793 1.29254 2.01872 1.65419 2.47586 0.341597 0.175509 0.861798 5.36066 1.38347 6.10689
11 5.25 0.74155 0.444516 0.802624 6.9465 0.136899 5.36113 3.08876 2.43343 3.33788 2.45973 1.13694 2.65667 0.75333 2.89855 0.934367 0.699802 0.913782 6.89887 1.14358 8.03194
12 5.75 2.12046 1.8705 0.738716 8.43758 0.303643 5.97417 2.5666 4.16075 2.95491 4.44841 0.637943 3.08601 0.425912 3.18519 1.3876 1.63366 1.00642 8.93087 0.728065 9.50188
13 6.25 2.01763 3.47351 0.863443 10.4966 0.787266 7.85189 1.73084 5.53687 1.7876 5.86959 0.520412 3.49976 0.373985 3.48254 1.44243 2.78047 1.06825 11.4788 0.684324 11.1341
14 6.75 0.685375 4.10857 0.693013 12.4239 1.96773 13.3258 0.8451 6.32053 0.774608 6.58787 0.818456 4.2587 0.561156 4.00288 1.20011 3.89328 1.04053 14.3734 0.943326 13.7583
15 7.25 0.415643 4.55286 0.89032 15.2803 2.00518 19.7605 0.457144 6.80949 0.340693 6.95231 1.3809 5.73582 1.30308 5.39674 0.947335 4.9066 0.977477 17.5101 1.07968 17.223
16 7.75 0.502221 5.16623 1.21233 19.7245 1.0002 23.428 0.324398 7.20599 0.223168 7.22507 1.35169 7.3879 1.69178 7.46454 0.906592 6.01468 1.03957 21.3219 1.11083 21.2961
17 8.25 0.889373 6.39707 1.0959 24.2768 0.657412 26.1594 0.296901 7.61718 0.224798 7.5364 1.13351 8.95779 1.29008 9.25126 0.999446 7.39891 1.06542 25.7487 1.13367 26.0065
18 8.75 1.94075 9.4184 1.18197 29.7996 0.797397 29.8861 0.387003 8.22008 0.294331 7.99493 0.944909 10.4299 0.828712 10.5423 1.10928 9.12703 1.0323 30.5734 1.09914 31.1435
19 9.25 1.59927 12.2007 1.12058 35.6509 1.31076 36.7322 0.753019 9.53109 0.567264 8.98254 0.838937 11.8904 0.77164 11.8857 1.14392 11.1186 0.976757 35.6749 0.936696 36.0358
20 9.75 0.862995 13.8687 1.02565 41.601 1.20288 43.7122 1.45763 12.3505 1.36305 11.619 0.846427 13.5276 0.877828 13.5836 1.11468 13.2746 0.872898 40.74 0.825396 40.8253
31000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.957737 0.295237 0.000534427 0.000164723
6 2.75 0 0 0 0 4.68869 2.15618 0 0 0 0 0 0 0 0 0 0 1.22373 0.857996 0.39251 0.180668
7 3.25 0 0 0 0 3.89966 4.65895 0 0 0 0 1.52933 0.327173 0.0698793 0.0149495 0.00016028 3.42566e-05 0.582856 1.23206 1.26481 0.992425
8 3.75 0 0 0.044686 0.038154 0.296529 4.91221 0 0 6.89477e-05 1.96793e-05 2.41119 1.01359 1.94333 0.568181 0.00239271 0.000715015 1.6248 2.61971 1.62285 2.3784
9 4.25 0.00144581 0.000529155 2.28271 2.54079 0.0826159 5.00281 0.0696319 0.0254563 0.0356187 0.0130379 1.1106 1.41956 3.13236 1.71317 0.0502315 0.0190758 1.40712 4.16279 1.641 4.17795
10 4.75 0.0607951 0.0282624 2.20487 5.55962 0.0769084 5.10815 1.4556 0.689924 1.2463 0.581978 1.29237 2.00953 1.64312 2.46326 0.335539 0.172246 0.853427 5.33155 1.38888 6.08003
11 5.25 0.765863 0.454961 0.809729 6.91375 0.13796 5.33892 3.1141 2.42626 3.35811 2.45438 1.13549 2.64263 0.743291 2.87769 0.919445 0.684894 0.918387 6.86775 1.14256 7.99121
12 5.75 2.11439 1.86792 0.737019 8.39204 0.304462 5.94974 2.50614 4.10225 2.91422 4.40328 0.637031 3.06865 0.43104 3.16595 1.37788 1.60636 1.00685 8.88773 0.724253 9.44422
13 6.25 2.0165 3.45985 0.86101 10.4322 0.786775 7.81445 1.76409 5.49594 1.78323 5.81205 0.520547 3.4799 0.374191 3.46157 1.4675 2.76573 1.06342 11.4081 0.688895 11.077
14 6.75 0.650144 4.05849 0.699934 12.3666 1.96252 13.2394 0.847303 6.27666 0.788354 6.53846 0.81917 4.23471 0.561626 3.97906 1.21768 3.88773 1.04247 14.2898 0.943178 13.6842
15 7.25 0.425538 4.51048 0.891884 15.2099 2.00268 19.6254 0.468986 6.77515 0.34584 6.90605 1.37763 5.69901 1.31563 5.37747 0.966328 4.91486 0.971448 17.3875 1.08067 17.1302
16 7.75 0.522808 5.14499 1.20937 19.6153 1.01283 23.3158 0.316392 7.15942 0.239174 7.19654 1.35208 7.34116 1.68842 7.42811 0.886831 5.99195 1.0487 21.2086 1.11408 21.1894
17 8.25 0.906106 6.39109 1.0901 24.1149 0.659037 26.0368 0.300106 7.57244 0.227149 7.50914 1.13886 8.9085 1.28541 9.19715 0.988973 7.35302 1.06843 25.6198 1.13595 25.8795
18 8.75 1.89927 9.32914 1.18583 29.6207 0.795122 29.7295 0.389886 8.17601 0.293522 7.96352 0.954635 10.3863 0.831847 10.4849 1.12075 9.088 1.03192 30.4122 1.09529 30.9662
19 9.25 1.60341 12.101 1.12428 35.4543 1.31416 36.5499 0.762503 9.49512 0.560204 8.93265 0.837237 11.8347 0.777717 11.8304 1.14803 11.0741 0.982031 35.5089 0.941137 35.8506
20 9.75 0.893397 13.8169 1.02995 41.3916 1.19441 43.4369 1.45909 12.2995 1.37203 11.5698 0.84826 13.4651 0.881065 13.5238 1.10413 13.1962 0.875994 40.56 0.828348 40.627
32000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.976597 0.298606 0.000751527 0.000229835
6 2.75 0 0 0 0 4.7527 2.16792 0 0 0 0 0 0 0 0 0 0 1.22974 0.859547 0.392682 0.179344
7 3.25 0 0 0 0 3.89666 4.64854 0 0 0 0 1.55767 0.330528 0.0765651 0.0162485 0 0 0.585882 1.23252 1.26482 0.984538
8 3.75 0 0 0.0465574 0.0394276 0.300192 4.90284 0 0 0 0 2.42476 1.01523 1.94675 0.565959 0.00234417 0.000662536 1.62827 2.61187 1.6176 2.35487
9 4.25 0.000451261 0.000163265 2.26883 2.50674 0.0783566 4.98807 0.0649786 0.023559 0.0363056 0.0131611 1.08346 1.40807 3.11729 1.69623 0.0508434 0.0190969 1.3951 4.12937 1.6448 4.14395
10 4.75 0.0598941 0.0272682 2.22399 5.52707 0.073556 5.08798 1.45715 0.683372 1.22417 0.567496 1.28385 1.98941 1.65576 2.44597 0.357374 0.180907 0.852848 5.28791 1.38614 6.02691
11 5.25 0.791809 0.464897 0.811835 6.87372 0.135653 5.31308 3.06069 2.37613 3.3463 2.41819 1.13661 2.61802 0.737091 2.85362 0.935333 0.698215 0.908733 6.79567 1.15 7.93497
12 5.75 2.12843 1.87569 0.736815 8.33964 0.307937 5.92588 2.54382 4.06352 2.90263 4.34358 0.62949 3.03559 0.426738 3.13669 1.39948 1.62653 1.01333 8.81221 0.726203 9.38011
13 6.25 1.99319 3.43651 0.851484 10.3409 0.790176 7.78354 1.75468 5.43856 1.78795 5.7447 0.528701 3.4499 0.382063 3.43609 1.42858 2.74601 1.06547 11.317 0.686724 10.9946
14 6.75 0.667646 4.04625 0.706617 12.278 1.94914 13.1279 0.838827 6.20522 0.812347 6.48714 0.834605 4.21268 0.571113 3.95807 1.21786 3.85909 1.04715 14.1882 0.94209 13.5777
15 7.25 0.436561 4.50619 0.901045 15.1272 2.02408 19.5299 0.482024 6.7134 0.352026 6.85829 1.38525 5.67319 1.31129 5.3406 0.946969 4.85752 0.97963 17.2867 1.08525 17.0103
16 7.75 0.510556 5.12079 1.20504 19.4812 1.00789 23.1725 0.335771 7.1179 0.242233 7.15011 1.34189 7.28975 1.68108 7.36578 0.900791 5.94272 1.04744 21.0723 1.11512 21.0404
17 8.25 0.888673 6.3331 1.09112 23.9486 0.653957 25.8507 0.313281 7.54557 0.236634 7.47315 1.14387 8.85124 1.29574 9.13457 0.983398 7.28512 1.07177 25.4615 1.13636 25.6941
18 8.75 1.88746 9.22915 1.18765 29.4184 0.797336 29.5237 0.386533 8.13912 0.311426 7.95134 0.95636 10.3198 0.837123 10.42 1.11761 9.00124 1.0333 30.2215 1.10342 30.7771
19 9.25 1.60115 11.9747 1.12001 35.1827 1.3145 36.2906 0.76662 9.45461 0.57222 8.93326 0.83414 11.7511 0.776568 11.7526 1.15483 10.983 0.978292 35.2577 0.943754 35.6355
20 9.75 0.886885 13.6643 1.02974 41.0708 1.20002 43.154 1.47839 12.2731 1.3626 11.531 0.849629 13.3709 0.887777 13.4451 1.10145 13.0828 0.878865 40.2842 0.827968 40.3709
33000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.992365 0.301624 0.00067306 0.000204568
6 2.75 0 0 0 0 4.8223 2.18653 0 0 0 0 0 0 0 0 0 0 1.23371 0.861015 0.392226 0.178048
7 3.25 0 0 0 0 3.87399 4.63803 0 0 0 0 1.57817 0.332891 0.077737 0.0163975 0 0 0.586335 1.23206 1.26916 0.981181
8 3.75 0 0 0.0472647 0.0397911 0.287558 4.88016 1.29431e-05 3.64431e-06 1.03867e-05 2.91545e-06 2.43518 1.01643 1.96392 0.567655 0.0014799 0.000415452 1.63513 2.60896 1.61898 2.34448
9 4.25 0.000941074 0.000338192 2.24644 2.46815 0.0831835 4.9701 0.061116 0.0220328 0.037955 0.0136837 1.08355 1.40696 3.12888 1.69535 0.0572553 0.0210532 1.39382 4.11602 1.64842 4.12683
10 4.75 0.0614008 0.0279563 2.24068 5.49302 0.0730539 5.06875 1.45042 0.674868 1.19372 0.550988 1.27133 1.97917 1.62911 2.42861 0.375759 0.190176 0.848514 5.26178 1.38351 5.995
11 5.25 0.798669 0.466703 0.814501 6.83605 0.130834 5.28453 3.0541 2.35388 3.34848 2.39184 1.12282 2.59646 0.726187 2.82785 0.937203 0.705418 0.901414 6.74845 1.1412 7.87717
12 5.75 2.16968 1.89629 0.737267 8.29409 0.312332 5.90238 2.51942 4.01516 2.9015 4.30503 0.626785 3.00975 0.429502 3.11105 1.38422 1.61815 1.01509 8.75643 0.725206 9.31172
13 6.25 1.95566 3.41857 0.864434 10.3137 0.803632 7.78038 1.7463 5.37544 1.78118 5.69248 0.537772 3.42866 0.390751 3.41543 1.46057 2.75587 1.06625 11.2481 0.691703 10.9281
14 6.75 0.678828 4.03485 0.706051 12.2376 1.94163 13.0723 0.858527 6.15542 0.814319 6.4323 0.838947 4.19085 0.576638 3.93931 1.20266 3.8485 1.04695 14.1017 0.950029 13.5175
15 7.25 0.423245 4.4781 0.900667 15.0687 2.00801 19.3857 0.493779 6.67292 0.362916 6.81266 1.3823 5.63954 1.3136 5.316 0.936111 4.82955 0.984126 17.1959 1.08303 16.9226
16 7.75 0.516553 5.09623 1.19976 19.3778 1.01873 23.0455 0.344341 7.08526 0.246239 7.10752 1.34848 7.25436 1.68948 7.33916 0.900379 5.90778 1.05167 20.974 1.12245 20.955
17 8.25 0.887236 6.29927 1.08762 23.8043 0.665446 25.7544 0.312873 7.5098 0.252272 7.44984 1.14306 8.80543 1.2908 9.09071 0.991396 7.25308 1.07116 25.3345 1.13588 25.5791
18 8.75 1.89903 9.19581 1.19325 29.2669 0.79869 29.4118 0.393097 8.10982 0.316003 7.93217 0.96516 10.2786 0.833046 10.3623 1.09966 8.93155 1.03809 30.088 1.09918 30.6123
19 9.25 1.5926 11.9104 1.11777 34.9855 1.31456 36.1386 0.78571 9.45003 0.586319 8.93227 0.835917 11.7045 0.780668 11.6939 1.14245 10.8803 0.981528 35.1107 0.944204 35.4441
20 9.75 0.873653 13.5648 1.02876 40.8328 1.18905 42.8987 1.4733 12.2421 1.36215 11.5137 0.848837 13.3131 0.886136 13.3732 1.12654 13.0152 0.877471 40.0993 0.830991 40.1684
34000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01181 0.305905 0.000759228 0.000229592
6 2.75 0 0 0 0 4.89069 2.2058 0 0 0 0 0 0 0 0 0 0 1.23661 0.86364 0.398674 0.180039
