# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13] c_myRDF[14] c_myRDF[15] c_myRDF[16] c_myRDF[17] c_myRDF[18] c_myRDF[19] c_myRDF[20] c_myRDF[21]
1000 20
13 6.25 1.53351 3.10822 0.855369 9.48191 0.84839 7.42363 1.7528 4.65566 1.90851 4.88089 0.608717 3.11253 0.461247 3.10742 1.45682 2.47816 1.05548 10.1169 0.712025 9.92697
14 6.75 0.589914 3.59237 0.740978 11.3072 1.82531 11.9212 0.904155 5.39827 1.05976 5.7513 0.876601 3.83251 0.660536 3.64994 1.27688 3.52689 1.07226 12.759 0.939017 12.2407
15 7.25 0.494196 4.06027 0.879293 13.8059 1.92412 17.3902 0.587986 5.95536 0.46241 6.18941 1.35 5.11158 1.28073 4.86338 1.03311 4.50571 1.01502 15.644 1.08695 15.3302
16 7.75 0.570509 4.67743 1.1352 17.4919 1.11078 20.9978 0.452959 6.44572 0.311035 6.52613 1.38004 6.60561 1.59283 6.58776 0.896745 5.47652 1.0717 19.1247 1.14786 19.0582
17 8.25 0.929069 5.81635 1.08672 21.4903 0.756388 23.7814 0.450334 6.99816 0.344238 6.94843 1.16597 8.03595 1.31244 8.19778 0.937731 6.62689 1.10842 23.2039 1.16715 23.3536
18 8.75 1.70044 8.16109 1.19993 26.4564 0.848535 27.2941 0.536048 7.73786 0.438335 7.55329 0.968676 9.37261 0.942955 9.49896 1.01412 8.02628 1.05854 27.5859 1.12114 27.9947
19 9.25 1.45166 10.398 1.14624 31.7578 1.20318 32.8603 0.864789 9.07141 0.673586 8.59201 0.896145 10.7545 0.842703 10.7984 1.07687 9.68684 0.98048 32.1218 0.976248 32.511
20 9.75 1.03832 12.1756 1.06576 37.2341 1.09895 38.5085 1.40653 11.4811 1.32566 10.8632 0.877649 12.2581 0.902076 12.3439 1.08751 11.55 0.913205 36.8153 0.874656 37.0064
51000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26255 0.345781 0.000837541 0.000229349
6 2.75 0 0 0 0 6.2798 2.56574 0 0 0 0 0 0 0 0 0 0 1.31164 0.881671 0.407316 0.166644
7 3.25 0 0 0 0 3.27113 4.43093 0 0 0 0 1.9616 0.372833 0.0938248 0.0178333 0 0 0.504366 1.16927 1.2379 0.872497
8 3.75 0 0 0.0403889 0.0306365 0.224411 4.6012 0 0 0.000100481 2.55102e-05 2.45378 0.993452 2.12373 0.554972 0.000864067 0.000218659 1.65108 2.42206 1.63718 2.11475
9 4.25 0.00076874 0.000249271 2.04773 2.02523 0.0635308 4.6631 0.0563152 0.0182901 0.0383246 0.012473 0.90421 1.2871 3.11148 1.56546 0.0525857 0.0172959 1.37944 3.76601 1.67908 3.75065
10 4.75 0.0929988 0.0379388 2.35427 4.88903 0.0749375 4.75428 1.20755 0.508034 1.10198 0.459418 1.15549 1.75574 1.46538 2.15979 0.372339 0.168304 0.793055 4.73095 1.35737 5.40219
11 5.25 1.1772 0.620665 0.913658 6.24648 0.147227 4.97307 2.78506 1.88768 2.94889 1.9202 1.03721 2.26956 0.67375 2.49355 0.941828 0.634871 0.883856 6.04447 1.14633 7.10577
12 5.75 2.39479 2.04248 0.784806 7.64502 0.374369 5.64035 2.55514 3.40582 2.7034 3.52643 0.667915 2.6664 0.464413 2.76947 1.37402 1.45123 1.00612 7.83782 0.720146 8.38939
13 6.25 1.489 3.08685 0.869053 9.47453 0.84588 7.42155 1.75254 4.63593 1.87654 4.84358 0.609696 3.09434 0.466774 3.0971 1.43817 2.46068 1.05075 10.0504 0.707894 9.88
14 6.75 0.616336 3.59103 0.726451 11.2582 1.81664 11.883 0.893089 5.36704 1.05474 5.70702 0.877396 3.8126 0.654264 3.63269 1.28066 3.50907 1.07676 12.6948 0.942416 12.1945
15 7.25 0.481302 4.04523 0.881572 13.7551 1.91639 17.3123 0.586449 5.92085 0.476087 6.15661 1.34919 5.08671 1.27771 4.83931 1.0302 4.48193 1.02359 15.5947 1.0871 15.2743
16 7.75 0.592662 4.68427 1.13526 17.4292 1.11998 20.9378 0.452911 6.40955 0.326085 6.50846 1.39621 6.59328 1.60157 6.56746 0.903404 5.45674 1.07642 19.0792 1.14481 18.9802
17 8.25 0.921985 5.81076 1.08801 21.4192 0.767996 23.7548 0.455149 6.96607 0.352451 6.9394 1.16347 8.01587 1.30666 8.16513 0.912722 6.57277 1.10723 23.1406 1.16951 23.2701
18 8.75 1.67451 8.11215 1.19485 26.3481 0.840872 27.2244 0.560639 7.73713 0.437118 7.54058 0.973187 9.35436 0.949082 9.47046 1.02349 7.98045 1.05686 27.5013 1.12384 27.9072
19 9.25 1.46126 10.3565 1.14083 31.6072 1.18496 32.6883 0.855545 9.05209 0.694065 8.60734 0.886235 10.7165 0.846098 10.7709 1.08169 9.64299 0.980207 32.0211 0.976862 32.4115
20 9.75 1.01952 12.0962 1.06825 37.0783 1.10005 38.3236 1.3952 11.4346 1.33659 10.8897 0.874537 12.2099 0.895996 12.3009 1.08239 11.4913 0.909861 36.6821 0.875657 36.8973
52000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28128 0.348824 0.000821121 0.000223518
6 2.75 0 0 0 0 6.37578 2.58943 0 0 0 0 0 0 0 0 0 0 1.31232 0.881814 0.405966 0.165108
7 3.25 0 0 0 0 3.22579 4.41785 0 0 0 0 1.97073 0.372341 0.0986754 0.0186436 2.69283e-05 5.10204e-06 0.493426 1.16149 1.25319 0.875433
8 3.75 0 0 0.037781 0.0284893 0.221129 4.58465 6.94296e-05 1.74927e-05 0.000110382 2.76968e-05 2.4671 0.992625 2.13552 0.555567 0.00142256 0.000362974 1.65771 2.41183 1.62759 2.10306
9 4.25 0.00142229 0.000459184 2.04046 2.00416 0.0646867 4.6473 0.0661183 0.021363 0.0426681 0.0138039 0.896782 1.28213 3.11049 1.55971 0.0523122 0.01725 1.38776 3.75586 1.67604 3.72628
10 4.75 0.090794 0.0370394 2.35219 4.84843 0.0713032 4.73355 1.16875 0.492563 1.11289 0.46249 1.14965 1.74564 1.43855 2.13968 0.382621 0.171509 0.787599 4.70846 1.34878 5.35763
11 5.25 1.21245 0.633646 0.92668 6.21709 0.146032 4.94929 2.78995 1.86642 2.89902 1.89004 1.04535 2.26038 0.664295 2.46681 0.936989 0.632899 0.883411 6.0135 1.14425 7.048
12 5.75 2.38546 2.0415 0.785606 7.60872 0.374704 5.61323 2.53929 3.36617 2.67106 3.46763 0.644424 2.64099 0.470367 2.74461 1.35506 1.43323 1.00172 7.78838 0.720077 8.32388
13 6.25 1.45213 3.05394 0.866803 9.42263 0.85809 7.40936 1.76436 4.59721 1.88527 4.78302 0.614044 3.06943 0.476965 3.0774 1.44218 2.43951 1.04631 9.97848 0.715917 9.82242
14 6.75 0.615089 3.55415 0.734449 11.2152 1.8053 11.8166 0.896374 5.32664 1.06975 5.65353 0.887538 3.79168 0.667015 3.62021 1.29787 3.49565 1.07685 12.6074 0.946816 12.1339
15 7.25 0.489214 4.01302 0.878266 13.6879 1.9223 17.2301 0.597647 5.88767 0.493205 6.11652 1.34687 5.05603 1.27973 4.82153 1.04286 4.47461 1.02581 15.4963 1.08695 15.195
16 7.75 0.611377 4.66837 1.13091 17.3262 1.12584 20.853 0.467239 6.38883 0.346908 6.48862 1.39738 6.5549 1.58757 6.52438 0.886318 5.4253 1.07994 18.9714 1.14124 18.8673
17 8.25 0.941179 5.81146 1.08557 21.2836 0.762983 23.6352 0.45227 6.93853 0.348739 6.91248 1.17143 7.9787 1.30137 8.10614 0.91208 6.53387 1.11521 23.0379 1.16339 23.1094
18 8.75 1.7058 8.14186 1.19924 26.2012 0.847477 27.1111 0.571467 7.71985 0.434703 7.5068 0.97467 9.31125 0.94966 9.4045 1.02792 7.93922 1.05244 27.3545 1.12317 27.7162
19 9.25 1.41577 10.3034 1.14691 31.4569 1.18767 32.5549 0.85172 9.02116 0.690724 8.56214 0.878034 10.6528 0.852795 10.7075 1.07439 9.58076 0.977574 31.8353 0.978999 32.2036
20 9.75 1.02168 12.0364 1.06535 36.8807 1.08755 38.0931 1.37138 11.349 1.33261 10.8242 0.866573 12.1237 0.896568 12.2293 1.08297 11.419 0.910633 36.4726 0.882125 36.6956
53000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29437 0.350375 0.000833018 0.000225462
6 2.75 0 0 0 0 6.45507 2.60669 0 0 0 0 0 0 0 0 0 0 1.32307 0.884656 0.407562 0.164815
7 3.25 0 0 0 0 3.21549 4.41887 0 0 0 0 1.99367 0.37453 0.0997506 0.0187383 0 0 0.489388 1.16047 1.24158 0.864536
8 3.75 0 0 0.0368747 0.0276472 0.20525 4.5728 0 0 0 0 2.4696 0.991891 2.13972 0.553645 0.0015934 0.000397959 1.65319 2.40029 1.64207 2.09602
9 4.25 0.00145687 0.000466472 2.03408 1.98592 0.063167 4.63363 0.0588769 0.0188972 0.0393131 0.012621 0.876249 1.27316 3.13313 1.55933 0.0564205 0.0185051 1.39562 3.74421 1.68129 3.71504
10 4.75 0.0841174 0.034156 2.36087 4.82438 0.0723999 4.72069 1.18793 0.49512 1.09346 0.45097 1.16004 1.73818 1.42054 2.12878 0.369363 0.166575 0.785271 4.68858 1.34858 5.33683
11 5.25 1.24979 0.645617 0.930811 6.19126 0.150741 4.94209 2.76416 1.84848 2.91242 1.87695 1.03914 2.24696 0.669649 2.45666 0.955263 0.634297 0.883235 5.98593 1.13902 7.00989
12 5.75 2.4173 2.06413 0.791686 7.58569 0.3726 5.59849 2.5221 3.32958 2.63985 3.42717 0.658231 2.6335 0.466088 2.73037 1.35313 1.42888 1.00463 7.75582 0.712473 8.26508
13 6.25 1.41497 3.04505 0.857058 9.369 0.853216 7.37429 1.78288 4.56645 1.89222 4.7399 0.608296 3.05551 0.463423 3.05186 1.44968 2.43462 1.04977 9.94064 0.71843 9.76031
14 6.75 0.592782 3.52432 0.734151 11.1506 1.81431 11.7784 0.907352 5.30059 1.09817 5.62843 0.887136 3.77331 0.669885 3.59388 1.29273 3.48058 1.06982 12.5375 0.943887 12.0515
15 7.25 0.512221 4.00209 0.875656 13.602 1.91008 17.1268 0.584882 5.84651 0.486845 6.08285 1.33672 5.02099 1.28755 4.79567 1.04327 4.45434 1.02619 15.411 1.09316 15.1125
16 7.75 0.60126 4.64286 1.134 17.2294 1.12959 20.741 0.477214 6.35546 0.339261 6.44466 1.40354 6.51785 1.59115 6.49264 0.895485 5.4094 1.07946 18.8647 1.1443 18.7737
17 8.25 0.954648 5.79575 1.08273 21.1539 0.767543 23.5237 0.459192 6.9104 0.367976 6.88935 1.16989 7.9317 1.30601 8.07095 0.905454 6.50368 1.11651 22.9127 1.17332 23.0276
18 8.75 1.64355 8.02844 1.20671 26.0739 0.848655 26.9847 0.557723 7.66857 0.447018 7.49702 0.983256 9.26832 0.954256 9.36816 1.01933 7.88933 1.05324 27.2079 1.12017 27.5959
19 9.25 1.43498 10.2067 1.14704 31.3002 1.17883 32.3572 0.866065 8.98424 0.69437 8.55188 0.882899 10.6096 0.853085 10.6641 1.07804 9.52701 0.979424 31.6716 0.978077 32.0534
20 9.75 1.02616 11.9374 1.06141 36.6732 1.0862 37.8569 1.37394 11.3031 1.31439 10.7703 0.862713 12.0656 0.893706 12.1725 1.09259 11.3711 0.918039 36.3199 0.883748 36.5281
54000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29928 0.350245 0.00088609 0.000238824
6 2.75 0 0 0 0 6.45042 2.594 0 0 0 0 0 0 0 0 0 0 1.3343 0.886823 0.400921 0.161469
7 3.25 0 0 0 0 3.23825 4.4114 0 0 0 0 2.00731 0.375523 0.103353 0.0193353 9.74131e-05 1.82216e-05 0.491252 1.16253 1.24059 0.857731
8 3.75 0 0 0.0391307 0.0292172 0.219425 4.57528 0 0 0 0 2.49002 0.9954 2.13375 0.550526 0.00197043 0.000508746 1.67039 2.41004 1.6586 2.09644
9 4.25 0.00155211 0.000495627 2.02458 1.97024 0.060151 4.63296 0.0537731 0.017188 0.0371157 0.0118644 0.875066 1.27512 3.12742 1.55021 0.0555732 0.0182726 1.38132 3.73466 1.67894 3.70647
10 4.75 0.091497 0.0369942 2.3848 4.82556 0.0667767 4.71294 1.20199 0.497014 1.10588 0.453328 1.12555 1.72444 1.4478 2.12817 0.368755 0.165477 0.773561 4.66107 1.34562 5.31798
11 5.25 1.27064 0.656085 0.930907 6.18691 0.158029 4.94409 2.72597 1.82615 2.8904 1.86263 1.04707 2.23497 0.663275 2.45157 0.930607 0.619233 0.884102 5.95429 1.14741 6.99634
12 5.75 2.40673 2.06253 0.789118 7.571 0.378457 5.60805 2.55542 3.32057 2.65488 3.41521 0.660263 2.62109 0.459205 2.72011 1.36778 1.41912 1.01111 7.72819 0.718076 8.25614
13 6.25 1.42703 3.04768 0.851128 9.33461 0.850239 7.37027 1.77912 4.54969 1.90399 4.73061 0.619947 3.04939 0.470467 3.04514 1.48385 2.44424 1.05691 9.91873 0.708819 9.72523
14 6.75 0.604946 3.53477 0.742369 11.1287 1.79371 11.7062 0.892486 5.26883 1.06981 5.59262 0.889857 3.7664 0.670327 3.58527 1.30168 3.49307 1.07596 12.5196 0.945646 12.0111
15 7.25 0.496041 3.9955 0.876521 13.5723 1.92498 17.0739 0.597168 5.82389 0.491121 6.04912 1.34545 5.01699 1.28461 4.77931 1.02803 4.44863 1.02421 15.3756 1.08908 15.048
16 7.75 0.592492 4.62431 1.12668 17.1612 1.13359 20.6858 0.476653 6.33013 0.348325 6.41906 1.39084 6.49417 1.58681 6.46461 0.90017 5.40467 1.07539 18.8021 1.14992 18.7119
17 8.25 0.915908 5.72581 1.09168 21.1017 0.77773 23.4938 0.463114 6.88748 0.364827 6.85813 1.1696 7.90177 1.3127 8.04444 0.906221 6.4953 1.11746 22.8366 1.17417 22.9512
18 8.75 1.66604 7.97952 1.19715 25.9624 0.832258 26.8738 0.566595 7.6545 0.449366 7.46645 0.980685 9.22937 0.95981 9.34376 1.01122 7.86423 1.0561 27.1257 1.11959 27.4981
19 9.25 1.45717 10.1824 1.15017 31.1812 1.17929 32.2259 0.871374 8.97273 0.705415 8.53362 0.889894 10.5756 0.841908 10.6174 1.06848 9.48065 0.982837 31.5862 0.978599 31.9394
20 9.75 1.0223 11.8993 1.06666 36.5582 1.09787 37.7617 1.39748 11.3216 1.32168 10.755 0.869144 12.0364 0.900132 12.1303 1.07952 11.2951 0.916263 36.2063 0.887204 36.413
55000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30401 0.349828 0.000615869 0.000165209
6 2.75 0 0 0 0 6.55196 2.62214 0 0 0 0 0 0 0 0 0 0 1.33691 0.884867 0.401372 0.160794
7 3.25 0 0 0 0 3.18863 4.40309 0 0 0 0 2.01445 0.375045 0.100708 0.0187483 0 0 0.496588 1.16222 1.24843 0.858078
8 3.75 0 0 0.0373375 0.0277454 0.211571 4.56035 0 0 0 0 2.49038 0.992029 2.14508 0.550181 0.00105511 0.000261662 1.66302 2.39826 1.65141 2.08548
9 4.25 0.000592117 0.000188047 2.01242 1.9478 0.0619951 4.61952 0.0602889 0.0191757 0.0395001 0.0125641 0.880113 1.27201 3.13223 1.54659 0.0544299 0.0175794 1.38593 3.72092 1.68041 3.68917
10 4.75 0.0908184 0.0362318 2.41079 4.82038 0.0681143 4.70069 1.19904 0.495536 1.12371 0.458979 1.13001 1.72094 1.44307 2.11989 0.372576 0.165595 0.776188 4.646 1.35429 5.30327
11 5.25 1.25339 0.644026 0.920186 6.15956 0.154563 4.92569 2.7097 1.81037 2.86717 1.85025 1.04026 2.22571 0.655368 2.43791 0.956136 0.62953 0.881938 5.92983 1.14604 6.97156
12 5.75 2.43713 2.06133 0.781314 7.52339 0.376202 5.58251 2.55804 3.29912 2.63795 3.38551 0.65237 2.60538 0.466389 2.70934 1.35195 1.41635 1.01113 7.69523 0.717889 8.22497
13 6.25 1.41365 3.03255 0.864764 9.30662 0.852341 7.34056 1.78637 4.52731 1.89667 4.68956 0.624606 3.03483 0.473076 3.03459 1.4527 2.41516 1.05455 9.8704 0.713845 9.69735
14 6.75 0.58658 3.50259 0.741267 11.0894 1.79239 11.6524 0.887666 5.23914 1.07837 5.55426 0.898615 3.75542 0.679463 3.57944 1.33821 3.48823 1.08182 12.4729 0.942446 11.9645
15 7.25 0.511899 3.97577 0.880398 13.532 1.93879 17.0327 0.581421 5.77696 0.489971 6.00751 1.34695 5.00138 1.27753 4.76117 1.04743 4.45714 1.02959 15.3301 1.08703 14.9811
16 7.75 0.632159 4.64347 1.12189 17.0885 1.13066 20.6179 0.48288 6.28734 0.357568 6.38544 1.39409 6.47486 1.57766 6.42871 0.873375 5.38026 1.07747 18.7466 1.14746 18.6196
17 8.25 0.904472 5.7259 1.08505 20.9863 0.770857 23.3877 0.46761 6.84739 0.364926 6.82251 1.17475 7.88184 1.31301 8.00131 0.909162 6.46916 1.11796 22.7635 1.17317 22.8349
18 8.75 1.6712 7.97575 1.21125 25.8805 0.841814 26.79 0.588251 7.63987 0.457192 7.43842 0.973626 9.19354 0.965349 9.30184 1.02487 7.84989 1.058 27.0395 1.12582 27.3851
19 9.25 1.43126 10.1291 1.15069 31.0766 1.17345 32.09 0.882375 8.96832 0.721301 8.52437 0.887607 10.5299 0.853161 10.5863 1.08134 9.47791 0.975817 31.447 0.982624 31.8232
20 9.75 0.997775 11.7968 1.06077 36.3982 1.09569 37.5883 1.38132 11.2788 1.32763 10.745 0.869237 11.9838 0.897601 12.0877 1.06172 11.2538 0.91572 36.0421 0.88905 36.2844
56000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32934 0.354688 0.000783107 0.000208941
6 2.75 0 0 0 0 6.63399 2.64055 0 0 0 0 0 0 0 0 0 0 1.33438 0.88582 0.404577 0.161244
7 3.25 0 0 9.64081e-06 5.345e-06 3.14685 4.38864 0 0 0 0 2.05674 0.380838 0.0981091 0.0181669 0 0 0.487166 1.15645 1.25074 0.856036
8 3.75 0 0 0.0358608 0.0265107 0.214988 4.54756 0 0 0 0 2.47544 0.990797 2.17316 0.553639 0.00174117 0.000428571 1.66722 2.38888 1.65677 2.08073
9 4.25 0.00156299 0.000494169 1.99829 1.92277 0.0612669 4.6057 0.0567817 0.0179687 0.0419658 0.013277 0.870223 1.26613 3.1362 1.5459 0.0536042 0.0173841 1.38627 3.70467 1.67667 3.67216
10 4.75 0.0994714 0.0397682 2.41486 4.78453 0.0677014 4.68595 1.16207 0.477143 1.10942 0.451628 1.12196 1.70943 1.41228 2.10392 0.384105 0.169158 0.774584 4.62282 1.34438 5.26574
11 5.25 1.28686 0.660332 0.931801 6.13326 0.154987 4.91036 2.71046 1.78521 2.86129 1.83251 1.03942 2.21105 0.64095 2.41324 0.941449 0.623507 0.883612 5.90211 1.14644 6.92556
12 5.75 2.44013 2.07174 0.795201 7.51377 0.376243 5.56367 2.56136 3.26778 2.58612 3.32942 0.649869 2.58721 0.470603 2.68563 1.36178 1.41175 1.00619 7.64933 0.71402 8.16544
13 6.25 1.38433 3.01767 0.857557 9.27255 0.870837 7.35013 1.77596 4.48219 1.93722 4.65409 0.625811 3.01514 0.486951 3.01861 1.45364 2.40575 1.04947 9.80225 0.71521 9.63264
14 6.75 0.593507 3.49066 0.744113 11.0525 1.78657 11.6247 0.905197 5.2041 1.08129 5.51645 0.895046 3.72898 0.688646 3.56783 1.32748 3.46445 1.07828 12.3821 0.946212 11.8965
15 7.25 0.52216 3.9707 0.869292 13.4511 1.91706 16.9158 0.591668 5.74842 0.504139 5.98025 1.3495 4.97053 1.26396 4.73068 1.03621 4.41777 1.02991 15.2247 1.091 14.9077
16 7.75 0.609414 4.61086 1.11331 16.9614 1.14101 20.5141 0.481673 6.25479 0.347213 6.34526 1.39789 6.44002 1.58172 6.39342 0.881048 5.34395 1.08572 18.6487 1.14812 18.5285
17 8.25 0.93243 5.72079 1.08691 20.8445 0.773123 23.2769 0.484323 6.83171 0.371859 6.78821 1.16954 7.83315 1.31445 7.95917 0.909947 6.42787 1.11797 22.6438 1.17121 22.7139
18 8.75 1.64655 7.92542 1.21181 25.7145 0.840827 26.6569 0.580931 7.6101 0.472452 7.42125 0.981723 9.14857 0.965228 9.25248 1.02418 7.80016 1.0525 26.8746 1.12131 27.2212
19 9.25 1.40809 10.0323 1.15437 30.8988 1.17145 31.9192 0.887694 8.93932 0.718172 8.49662 0.88476 10.4734 0.848657 10.5232 1.0627 9.39141 0.980335 31.2784 0.984015 31.6415
20 9.75 1.01404 11.718 1.06853 36.2302 1.0879 37.3486 1.38052 11.2359 1.32288 10.6974 0.868744 11.9186 0.894859 12.0119 1.06199 11.1581 0.915061 35.8453 0.888099 36.0738
57000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.33998 0.356426 0.00084305 0.000224247
6 2.75 0 0 0 0 6.70108 2.65906 0 0 0 0 0 0 0 0 0 0 1.33746 0.887145 0.407959 0.162108
7 3.25 0 0 0 0 3.10818 4.38033 0 0 0 0 2.07095 0.382288 0.0959832 0.0177187 0 0 0.483471 1.15489 1.2488 0.853686
8 3.75 0 0 0.0349883 0.0257745 0.211121 4.53591 0 0 0 0 2.47304 0.989776 2.19352 0.556544 0.00344499 0.000845481 1.66162 2.37939 1.65142 2.07067
9 4.25 0.0017161 0.000540816 1.97644 1.89551 0.0592222 4.59196 0.048133 0.0151822 0.044775 0.0141232 0.863013 1.26198 3.11037 1.5376 0.0605468 0.0199431 1.38548 3.69039 1.67036 3.65123
10 4.75 0.0980871 0.0391531 2.42172 4.7566 0.0672492 4.67143 1.143 0.465421 1.09594 0.445824 1.11097 1.6996 1.40227 2.08996 0.390695 0.173838 0.77453 4.60567 1.34932 5.24573
11 5.25 1.28835 0.658544 0.946278 6.12206 0.153049 4.89233 2.71496 1.77163 2.80996 1.79774 1.0386 2.19929 0.64588 2.4007 0.928685 0.620644 0.881388 5.87782 1.14651 6.90054
12 5.75 2.49053 2.09464 0.788716 7.48711 0.390501 5.56835 2.57641 3.25834 2.60946 3.30352 0.655074 2.5773 0.480587 2.67802 1.36587 1.40882 1.00778 7.62244 0.713311 8.13539
13 6.25 1.34569 3.01132 0.865112 9.25595 0.871831 7.35132 1.75815 4.45687 1.95186 4.6341 0.623849 3.00257 0.491312 3.01295 1.45361 2.39975 1.04901 9.76776 0.714976 9.59759
14 6.75 0.572666 3.46631 0.743265 11.0284 1.77641 11.5885 0.894293 5.16789 1.09929 5.50812 0.917808 3.73229 0.681668 3.55493 1.31821 3.44783 1.0777 12.3383 0.94298 11.8468
15 7.25 0.522282 3.94501 0.872541 13.4286 1.89705 16.8082 0.600004 5.7182 0.497446 5.96436 1.32736 4.94972 1.26153 4.71197 1.03693 4.39887 1.03183 15.1774 1.08885 14.8428
16 7.75 0.612896 4.58683 1.08946 16.8529 1.15849 20.4505 0.495728 6.23772 0.341168 6.3219 1.39017 6.40661 1.5786 6.36631 0.887736 5.3292 1.08415 18.5859 1.15044 18.4597
17 8.25 0.941955 5.70461 1.09383 20.7489 0.777037 23.2187 0.488576 6.81792 0.38165 6.77512 1.17711 7.80446 1.31155 7.9238 0.90459 6.40342 1.11461 22.5568 1.17422 22.643
18 8.75 1.62932 7.87944 1.22 25.6366 0.856787 26.6522 0.592633 7.60954 0.480252 7.41664 0.983551 9.11826 0.977114 9.22902 1.01972 7.76556 1.05675 26.7916 1.12311 27.1437
19 9.25 1.41727 9.99356 1.15787 30.8207 1.14752 31.7911 0.896979 8.94853 0.72498 8.49885 0.888937 10.4452 0.8528 10.5021 1.06655 9.35769 0.979964 31.1801 0.981886 31.5409
20 9.75 1.03567 11.7099 1.06059 36.0962 1.07851 37.1571 1.35122 11.1895 1.30036 10.6554 0.86948 11.8872 0.888476 11.9756 1.06389 11.1221 0.915481 35.735 0.890817 35.9731
58000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.34862 0.356827 0.000977899 0.000258746
6 2.75 0 0 0 0 6.75316 2.66561 0 0 0 0 0 0 0 0 0 0 1.34356 0.887164 0.413664 0.16354
7 3.25 0 0 0 0 3.09696 4.37166 0 0 0 0 2.08032 0.38199 0.0987915 0.0181399 0 0 0.480156 1.15168 1.24675 0.850362
8 3.75 0 0 0.0342328 0.0250914 0.208213 4.5243 0.000107208 2.62391e-05 0 0 2.48738 0.989788 2.19 0.553271 0.00309369 0.000755831 1.66479 2.37206 1.6466 2.05742
